Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Web Designer,Cyber Wizard Technologies,0 - 1 years,Not Disclosed,Bhubaneshwar,30+ days ago,1,415,"Job Title: Web Designer

Full Time / Part Time. You can do this job while doing other jobs because there is no fixed time for performing this job.

Job Category : Design/ Development Experience : 0- 1 Years Location : Bhubaneswar Qualification : Diploma in Web Designing Gender Preference : Any [ Male / Female ] Number of Vacancy : 2 Type of Vacancy : Freshers / Experienced Job Category: Experience: Location: Qualification: Gender Preference: Number of Vacancy: Type of Vacancy: Job Requirement Should have excelent knowledge in Photoshop / Flash / Dreamweaver / JQuery. Should have knowledge in Javascript / PHP / MySql. Should be able to develop & design within given timeframe. Job Description The ideal candidates should have some prio knowledge in website development:

To develop & design different client & inhouse web projects. To arrange design demos & Flash intros for clients at Cyber Wizard. To re- design & re- develop old web projects. Good communication Skills. Remuneration Remunaration will be as per experience & projects developed.

Application Deadline 31st August 2016

Method of Application Only suitable candidates should apply below with their updated CV using Post for Web Designer as Job Title.

Post for Web Designeras Job Title.

Email to : resume@cwtpl.com",", Web technologies, jQuery, MySQL, Web development, Javascript, Design development, PHP, Web designing, Photoshop"
Web Designer,Primathink,0 - 1 years,Not Disclosed,Amravati,30+ days ago,1,225,"Role Web Designer
Industry Type - IT-Software Software Services
Functional Area - Design, Creative, User Experience - 0-1years
Employment Type - Full Time, Permanent
Role Category - Creative
Education
UG: Any Graduate in Any Specialization, Graduation Not Required
PG: Post Graduation Not Required, Any Postgraduate in Any Specialization","Web technologies, Intern, html5, Software services, CSS3"
Web Designer,Soft Solutions4U,0 - 5 years,Not Disclosed,Chennai,30+ days ago,1,2966,"Qualification: Any Graduate, Diploma in Multimedia
Experience: 0 to 5 Years
Skill Set:
Should have good experience in Designing, Development of Website Functional
Knowledge of HTML/CSS Coding, DIV/CSS Websites Experience
Good team player","HTML;Javascript, Wordpress CMS, CSS, Web technologies, Coding, Wordpress, Javascript, CMS, Manager Technology, HTML"
Web Designer,Pradhanbros,0 - 2 years,Not Disclosed,Siliguri,30+ days ago,1,279,"0 to 2 Years of Relevant Experience in Web Designing, Candidate should have strong knowledge in Photoshop, Dreamweaver, HTML, CSS, Table less DIV Tags, Java Script and JQuery. Position open at Siliguri.","div, html css, dreamweaver, java script, photoshop, web designing, jquery, web designer, tags"
Web Designer,M2 Web Solution,0 - 5 years,Not Disclosed,Vadodara,30+ days ago,1,397,"Job Description
Freshers can also apply
QUALIFICATION : BE IT & Computers / B.Sc. & M.sc Computers / BCA / PGDCA / MCA/ MBA with IT
Skills : ? HTML5, CSS3, jQuery, Bootstrap, Photoshop
CMS : ? WordPress, Joomla
Execute all visual design stages from concept to final hand-off to engineering
Conceptualize original website design ideas that bring simplicity and user-friendliness to complex roadblocks
Create wireframes, storyboards, user flows, process flows and site maps to communicate interaction and design ideas
Present and defend designs and key deliverable to peers and executive level stakeholders
Establish and promote design guidelines, best practices and standards","jQuery, PDF, Web technologies, Wordpress, CMS, Web designing, Photoshop, Joomla, CSS3, Visual Design"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum,30+ days ago,1,97,"Skill Set Required:


Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers","dreamweaver, photoshop, coreldraw, web designing, ajax, prototype, javascript, jquery, css3, asp net"
AWEB Web / Advertiesment Designer,Avs Technology,0 - 3 years,Not Disclosed,Mumbai,30+ days ago,1,403,"Desired Candidate Profile:
Expert in flash, photo, fireworks, dreamweaver, website design.
Good Design and communication skills
possess adequate Creativity and innovative thinking

Job description :
Responsible for making UI Conversion and HTML coding.
Designing Graphic Images like buttons, icons, Flash Animations & Banners
Designing Professional Web Layouts & convert onto HTML format using CSS
Would have to create banners/E - mailers, Landing Pages","CSS, Web technologies, Coding, HTML, Web designing, Fireworks"
Web Designer,Netsterz Infotech,0 - 1 years,Not Disclosed,Mohali,30+ days ago,1,912,"1. Candidate should have good communication & writing skills.
2. Candidate must be graduated or post-graduated in any field.
3. He/ She should have the ability to learn new things.
4. Candidate should be creative and with a positive attitude.
5. Candidate must have done 3-6 months of training in Web Designing.
6. Must have basic knowledge of HTML, CSS, Javascript, Bootstrap, WordPress, and Photoshop.","PPC, Usage, Excel, Wordpress, Javascript, Manager Technology, HTML, Web designing, SEO, Photoshop"
Junior Web Designer,Jayanth Systems,0 - 2 years,Not Disclosed,Other City(s) in Sikkim,30+ days ago,1,62,"Web page designing, user interface design, HTML page making, Flash animation.



Experience 0-2 years as web designer in an IT company. Experienced in W3C protocols.



Qualification Degree/Diploma in visual arts from renowned university. HTML/ CSS/ 2D/3D Animation, Photoshop, Illustrator","html css, flash animation, 3d animation, design, html, photoshop, diploma, user interface, web designer, illustrator"
Web Designer,Customer Service Point (CSP),0 - 2 years,Not Disclosed,Ahmedabad,30+ days ago,1,148,"Web Designer
Should be creative and comfortable with web tools. Should be able to understand client preferences and design accordingly.
Education: M Sc. (IT)/ Any Graduate with relevant course degrees.
Experience : 0- 2 years.
Postings: 01","artist, design, designer, graphic, autocad"
Web Designer,Ssoft Solutions,0 - 2 years,Not Disclosed,Bhopal,30+ days ago,1,918,"We are looking for a high skilled experienced and innovative web designer who can join immediately. If youre hard-working and enjoy designing, SSoft Solutions is an ideal and rewarding place. You will be working closely with our web development team to ensure proper and hassle-free implementation.
Must have experience of working in HTML, HTML 5, CSS, j Query, JavaScript.
Proficient in Photoshop, Illustrator, In Design.
Optimizing sites for maximum speed and scalability.
Implement and maintain high-quality SEO policies and incorporate them with content produced for the website.
Must be able to work solely and with team as well.
Creative and innovative with idea.
Must be able work in pressure .
Key Skill : HTML , CSS, j Query, JavaScript, J Query, photoshop.","CSS, jQuery, Scalability, Illustrator, html5, Web development, Javascript, HTML, Photoshop, SEO"
Web Designer,Axis Entertainment Ltd,0 - 4 years,Not Disclosed,Navi Mumbai,30+ days ago,1,705,"3 years plus of experience in web designing
Web Designer with 3 years plus of experience.
Required Skill Set: Experience in Photoshop, Illustrator, HTML, CSS, Flash, etc.
Candidate must have experience in website layout design.
Candidate with a working knowledge of Responsive Designs would be preferable.
Responsibilities: Design and Develop high-quality website layouts.","Layout design, CSS, Web technologies, Illustrator, HTML, Web designing, Photoshop"
Web Design,MNJ Software,0 - 3 years,Not Disclosed,remote,30+ days ago,1,1116,"  MNJ SOFTWARE is looking for talented individuals who are interested to be part of ""Our"" journey to build a best-in-class organization, driving to deliver real results to global businesses, ensuring a level of certainty no other firm can match.
Web Design at MNJ SOFTWARE , you will participate in design, development and implementation of architectural deliverables of custom projects and products of MNJ SOFTWARE . The role includes working closely with lead, testers, customers, project/product managers and designers.
 ","Graphics, IT services, jQuery, Email marketing, Coding, Illustrator, Javascript, Web designing, Business solutions, Information technology"
web designer,Vast Web India,0 - 3 years,Not Disclosed,sagar,30+ days ago,1,95,"Skills
? Photoshop, Dreamweaver, Coreldraw, Flash Experience with HTML 5 / Java Script / CSS Knowledge of SEO",Web technologies
Junior Web Designer,Jayanth Systems,0 - 2 years,Not Disclosed,Other City(s) in Sikkim,30+ days ago,1,17,"Job Description :




Web page designing, user interface design, HTML page making, Flash animation.



Experience 0- 2 years as web designer in an IT company. Experienced in W3C protocols.



Qualification Degree/ Diploma in visual arts from renowned university. HTML/ CSS/ 2D/ 3D Animation, Photoshop, Illustrator","html css, 2d, flash animation, 3d animation, w3c, photoshop, user interface, web designer, illustrator"
Jr. Web Designer,Magicdesignlabs,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,207,"Job Description

We have opening for experienced IT professional with experience in Web Designing. This experience is relevant to one of our

1) Skill Description: -

HTML5, CSS3, XHTML, CSS, Adobe tools - Photoshop, Dreamweaver, Illustrator, Indesign

Knowledge of development environment with Magento, WordPress, Prestashop, PHP, JS &Jquery.

2) Experience - Fresher","development, dreamweaver, wordpress, php, adobe, photoshop, jquery, xhtml, magento, illustrator"
Web Designer,Creative Web Technologies,0 - 2 years,Not Disclosed,Jalandhar,30+ days ago,1,78,"Web Designer
JOB TITLE : Web Designer
QUALIFICATION : UG - Any Graduate - Any Specialization, Graduation Not Required, PG - Post Graduation Not Required
EXPERIENCE : 0 - 2 years
Hands - on experience in Photoshop, Html, CSS, jQuery.
Translate design files into interactive interfaces with hand - coded, HTML, XHTML & CSS
Good experience over DIV Structure, Responsive Layouts and website mockups.
Get Started Today
We have an online project planner that is the most simpler way to get your project started.","CSS, jQuery, Web technologies, XHTML, HTML, Photoshop"
Web Designer,Netzent Technologies,0 - 2 years,Not Disclosed,Lucknow,30+ days ago,1,529,"Web Designer
Experience : 0 to 2 years
Location : Lucknow
Skills : CSS, HTML, JavaScript, Jquery, Bootstrap","jQuery, Web technologies, html5, Photoshop, CSS3"
Web Designer,Futures Creation,0 - 2 years,Not Disclosed,Mumbai,30+ days ago,1,497,"Conceptualizing creative ideas with clients.
Testing and improving the design of the website.
Establishing design guidelines, standards, and best practices.
Maintaining the appearance of websites by enforcing content standards.
Designing visual imagery for websites and ensuring that they are in line with branding for clients.
Working with different content management systems.
Communicating design ideas using user flows, process flows, site maps, and wireframes.
Incorporating functionalities and features into websites.
Designing sample pages including colors and fonts.
Preparing design plans and presenting the website structure.",Web technologies
Web Designer,Future Console Infotech,0 - 2 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,248,"Web Designer Experience: 0- 2 Year


We are Hiring Please Fill in this Details.","Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information"
Web Designer,Logic Soft,0 - 2 years,Not Disclosed,Dehradun,30+ days ago,1,682,"We are looking for a Web Designer who is having strong knowledge in HTML5, CSS2 & CSS3, BootStrap, JQuery, Javascript, Photoshop and other web designing tools. .
Good knowledge of web markup, including HTML5, CSS3, Bootstrap.
Good understanding of client - side scripting and JavaScript frameworks, including jQuery.
Familiarity with tools such as CorelDRAW or Photoshop is a plus.","jQuery, Web technologies, html5, Corel Draw, Javascript, Tool design, Web designing, bootstrap, Photoshop, CSS3"
Web Designer,Eye Web Solution,0 - 2 years,Not Disclosed,Lucknow,30+ days ago,1,279,"Web Designer 0 to 2 years Lucknow Photoshop, CSS3, HTML5, jQuery, Responsive

Post : Experience : Location : Skills :","jQuery, Web technologies, html5, Photoshop, CSS3"
Web Designer,Web Mavens,0 - 1 years,Not Disclosed,Ahmedabad,30+ days ago,1,574,"Knowledge of Photoshop, Dreamweaver, CorelDraw
Illustrator, CSS, CSS3, HTML, HTML5, JavaScript
Designing webpage in HTML, CSS and JavaScript for rapid prototyping
Knowledge of UI Design
Creativity is must
Experience
6 months to 1 year","CSS, Web technologies, User interface designing, Illustrator, html5, Corel Draw, Javascript, HTML, Photoshop, CSS3"
Web Designer,Archive Infotech,0 - 1 years,Not Disclosed,Jaipur,30+ days ago,1,351,"Web Designer
Location : JAIPUR
Qualifications : Any Graduate
Experience : 0 - 1 years
Work Status : Full Time",Web technologies
Web Designer,Limish,0 - 1 years,Not Disclosed,Chennai,30+ days ago,1,1635,"In-depth knowledge in HTML5, CSS3, jQuery/Javascript, XML
Create Intuitive websites, Responsive design, Web and Mobile application/Product interfaces
Good at following practices like W3C standards, Tableless layout SEO friendly markup
Good sense of design and aesthetics with creative skills
Ability to visualize concepts convey them graphically with great attention to detail
Up-to-date with the latest Web trends, techniques and technologies
Knowledge in Adobe Photoshop, Illustrator, InDesign, Flash, Coreldraw
Ability to work independently on complete projects
Ability to meet project delivery timelines","Adobe Photoshop, Illustrator, Html5, Javascript, Web Designer, Jquery, Responsive Design"
Web Designer,Quad Softtech,0 - 1 years,Not Disclosed,Surat,30+ days ago,1,189," JOB DESCRIPTION
1)Design and build advanced website and mobile UI.
2)Sound knowledge experience of working with of Photoshop, CSS3, HTML5, Responsive Design.
 3)Strong UI Design/Development.
4)Candidates should have working experience with social media.
5)Excellent communication skills (verbal and written) to liaise with various departments locally and internationally.
6)Keep up to date on the latest industry trends in the technologies","Web technologies, User interface designing, html5, Social media, Design development, Photoshop, CSS3"
Web Designer,Healthskool Pharmacy,0 - 5 years,Not Disclosed,Vijayawada,30+ days ago,1,785,"Web Designer
HTML5, CSS, Bootstrap, JavaScript, jQuery, AngularJS, Responsive design.
Qualification : B.Tech, M.Tech, MSc, MCA, B.Sc (Computers).
Experience : 0 - 5 years.
Job Location : Vijayawada, Andhra Pradesh
&","CSS, jQuery, Web technologies, html5, Javascript, bootstrap, angularjs"
Web Designer,Nextwebi,0 - 3 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,727,"Selected candidates day-to-day responsibilities include:
Testing and improving the design of the website
Conceptualizing creative ideas with clients
Maintaining the appearance of websites by enforcing content standards.
Designing visual imagery for websites and ensuring that they are in line with branding for clients
Working with different content management systems
Communicating design ideas using user flows, process flows, site maps, and wireframes
Incorporating functionalities and features into websites
Designing sample pages including colors and fonts
Preparing design plans and presenting the website structure","HTML;Javascript, Content management, Web technologies, Software development, Management systems, Consulting, Management consulting, Conceptualization, Software engineering, Testing"
Web Designer,Excelsior Technologies,0 - 3 years,Not Disclosed,Ahmedabad,30+ days ago,1,880,"Should have creative thoughts
Knowledge of HTML, CSS, SCSS
Knowledge of Java-script, JQuery
Basic knowledge of Photoshop or Corel
Qualification: Graduate (Preferable BE/ BTech/ ME/ MTech/ MCA/ BCA/ MSc)","CSS, jQuery, Web technologies, Javascript, Corel, HTML, Photoshop"
Web designer,Webware It Solutions,0 - 1 years,Not Disclosed,Chennai,30+ days ago,1,2524,"Candidate should have an excellent knowledge in Photoshop, HTML, CSS, and basic java script. Creativity and Design Strengths will be the benchmarks with which the candidate will be selected. Software skills should include Adobe Photoshop and Dreamweaver.

Requirements

1/ 2 to 1 Years of experience.
Knowledge in Photoshop, HTML5, Bootstrap CSS and basic java script.
Adobe Photoshop and Dreamweaver.",", html css, dreamweaver, java script, photoshop, sic, ado, web designer"
Web Designer,Quickensol It Solutions,0 - 2 years,Not Disclosed,Pune,30+ days ago,1,2434,"Understand the target audience and the concept for the website design/development project.
Design the layout, color scheme and content for the Website.
Should have strong knowledge in responsive web designing and rich internet application.
Have a strong understanding of latest web technologies and their capabilities.
Sound knowledge in Photoshop.
Knowledge of browser compatibility across multiple platforms and devices.
Strong ability to design with accessibility in mind.
Strong knowledge of HTML5, CSS3, Bootstrap4 Framework, UI/UX design, PHP, JavaScript and jQuery.
Ability to Design visually attractive interfaces and web pages based on principles of design and usability.","jQuery, Web technologies, html5, Javascript, Design development, PHP, Web designing, HR, Photoshop, CSS3"
Web Designer,Pleasant Inc.,0 - 1 years,Not Disclosed,Surat,30+ days ago,1,95,"Web Designer
Experience : 0 to 0. 6
Salary : 7, 000 to 9, 000","Storage servers, SAN, c++, ERP, C, integration PHP, quality audits, HTML, Technical product configuration, Six Sigma, PMP, Executive QA, design, MySQL, Peoplesoft, Python, CRM"
Web Designer,Techgarner,0 - 5 years,Not Disclosed,nashik,30+ days ago,1,518,"Creating website designs.
Producing sample sites.
Meeting with clients' to discuss requirements and/or project progress.
Demonstrating and receiving feedback about draft sites.
Working as part of a multi-disciplinary team.
Producing products that are user-friendly, effective and appealing.
Developing skills and expertise in appropriate software/programming languages including HTML, Javascript, and others.","HTML;Javascript, Web technologies, Production, Programming, PHP, Android"
Junior Web Designer,Jayanth Systems.,0 - 2 years,Not Disclosed,Gangtok,30+ days ago,1,27,"Role Web page designing, user interface design, HTML page making, Flash animation.

Experience 0- 2 years as web designer in an IT company. Experienced in W3C protocols.

Qualification Degree/ Diploma in visual arts from renowned university. HTML/ CSS/ 2D/ 3D Animation, Photoshop, Illustrator","html css, flash animation, 3d animation, html, photoshop, user interface, web designer, illustrator, animation"
WEB DESIGNER,3i Planet,0 - 3 years,Not Disclosed,Kota,30+ days ago,1,506,"Proficient in Web Designing, HTML, CSS.
Ability to work quickly and effectively under pressure.
Experience in Javascript would be an added advantage.
Strong written and verbal English communication skills.
Experience: 0 to 3 years","HTML;Javascript, CSS, Javascript, HTML, Web designing"
Web Designer,Nextwebi,0 - 3 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,932,"Testing and improving the design of the website
Conceptualizing creative ideas with clients
Maintaining the appearance of websites by enforcing content standards.
Designing visual imagery for websites and ensuring that they are in line with branding for clients
Working with different content management systems
Communicating design ideas using user flows, process flows, site maps, and wireframes
Incorporating functionalities and features into websites
Designing sample pages including colors and fonts
Preparing design plans and presenting the website structure","Content management, Web technologies, Software development, Management systems, Consulting, Javascript, Conceptualization, HTML, Software engineering, Testing"
Web Designer,Sandat Web Solution,0 - 2 years,Not Disclosed,Pune,30+ days ago,1,1211,"Web Designer

0.6 to 2. years","assembly language, , C, JavaScript, Real Time Operating Systems, .NET, HTML, Oracle, Python, SQL"
Web Designer,Scorpio Information Technologies,0 - 2 years,Not Disclosed,Jalandhar,30+ days ago,1,166,"Skills:
- Candidates must possess at least 1 years of experience working with PHP 5.0.
- Good knowledge of either of them Joomla, Drupal, Wordpress
- Candidates will preferred who have knowledge of cake php.","HTML;Javascript, Drupal, Database design, MySQL, Wordpress, Social networking, CMS, php, CakePHP, Joomla, SQL"
Jr. Web Designer,Magicdesignlabs,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,279,"We have opening for experienced IT professional with experience in Web Designing. This experience is relevant to one of our current openings.
The opening requires good web & UI designing experience in addition to the below skills. It is located in Indore, M.P
Send your resume immediately so we can schedule your interview. Looking for Immediate/7 days joiners.
Any relevant reference from your side is really appreciated
1) Skill Description:-
HTML5, CSS3, XHTML, CSS, Adobe tools - Photoshop, Dreamweaver, Illustrator, Indesign
Knowledge of development environment with Magento, WordPress, Prestashop, PHP, JS &Jquery.","development, ui, web, adobe, Jr. Web Designer, it, tools"
Web Designer,iTech Solutions,0 - 2 years,Not Disclosed,Bengaluru,30+ days ago,1,14161,"Mandatory: HTML, CSS, JavaScript, Photoshop
Proficiency in Photoshop, HTML, CSS for rapid prototyping
Excellent visual design skill
Excellent Communication and Interpersonal Skills (verbal and written)
Ability to take larger responsibilities and ownership
Leadership qualities with ability to train and mentor junior team-members
Should be Proactive and Self-starter
Willingness to work on challenging projects under strict deadlines
Should be Self-motivated and have ability for Self-learning","Interpersonal skills, CSS, Web technologies, Management consulting, design, Javascript, Mentor, HTML, Photoshop, Business Executive, Visual Design"
Web Designer/Frontend Developer,Datastone,0 - 1 years,Not Disclosed,Malappuram,30+ days ago,1,3561,"Designing of Website, UI Interface etc...
Must have experience in frontend development.
Experience & Skills
Photoshop/GIMP/Inkscape
Javascript/ jQuery","jQuery, Front end, Web technologies, GIMP, html5, Javascript, HR, Photoshop, CSS3"
Web Designer,WerIndia.com,0 - 4 years,Not Disclosed,Mohali,30+ days ago,1,1394,"Job Responsibilities:
-
- HTML5/ CSS3 including simple HTML/ XHTML & CSS.
-
- Responsive Designs
-
-
- - Photoshop
-
- Bootstrap
-
- All the latest techniques which are used while making the design.
-
- Support multiple web-design projects
-
- Adept at designing social media creatives/banners, Ads, working knowledge of grid tools, etc.
-
- Have creativity & imagination, Other key qualities: interest, enthusiasm, willing to experiment, and self-driv - en
-
- You will function as the lead Web Designer
-
- WE SEEK PEOPLE FOR THE LONG-TERM
-
- FULL-TIME POSITION IN the Chandigarh / Mohali area
-
- Suitable education and experience
-
- Lots of professional growth - more modules coming
Why consider WerIndia.com
-
- The work - to build and grow our India-centric website is both exciting and fulfilling
-
- You will enjoy our work environment which is relaxed, open-discussions, supportive as we work hard. Your creativity, challenges and insights are welcome and looked forward to. We are a small team.
-
- You will have the chance to continuously build your skills including formal & ongoing training.
-
-
- - Opportunity to build your team over time.
-
- You are an integral part of our team, and your responsibilities include both your functional area, and working with all other design, develop, improve / update and market all our productions and services. This will build both your functional / technical skills, and also business and multi-functional skills.
-
- Salary / compensation is competitive. Bonus potential with Sales and Profits for All.","Training, Sales, Web technologies, Social media, XHTML, HTML, Web designing, Sales training, Photoshop, CSS3"
Web Designer/Developer,Amit Technologies,0 - 4 years,Not Disclosed,Durg,30+ days ago,1,670,"Educational Qualification: BE/BTech/Diploma/BCA 

Skills:
Good command in PHP,
MySQL,
HTML,
CSS,
JavaScript
working knowledge of Codes and Syntax,
Should be pro-active,
Self starter, eager to learn new technologies and have flexible approach,
Dedication to delivering high quality work and adhering to timelines,
Must have strong analytic and problem solving skills","CSS, Web technologies, MySQL, Javascript, PHP, HTML, Analytics"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,443,"Skill Set Required:


Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp. Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers","dreamweaver, photoshop, web designing, coreldraw, ajax, prototype, javascript, jquery, css3, asp net"
Web Designer & Front-end Developer,Active Bit Technologies,0 - 2 years,Not Disclosed,Pune,30+ days ago,1,12331,"Eligibility:
Any Graduates Languages known: Marathi, English, Hindi Computer and Internet Knowledge
Fresher's are also preferred
Any short term diploma computer courses will be added advantage
Skills:
Knowledge photoshop, HTML5, CSS3, Jquery, Javascript, Responsive Design, Bootstrap.
A strong knowledge in HTML5, CSS3 and should have working knowledge.
Confident in handling multiple projects simultaneously, being detail oriented.","Front end, Web technologies, jQuery, html5, Javascript, bootstrap, Photoshop, CSS3"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum,30+ days ago,1,716,"Designation / Job Title: Web Designer (0- 2 Years Experience)

Qualification: Any

Skill Set Required:

Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, AjaxUnderstanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus

Roles and Responsibilities:

Ability to complete a project from its scratch.Act as a single point of contact for all the engineering activities on the projectIndividual contributor and act as mentor for other engineers

Job Location: Trivandrum

Time of Joining: At the earliest

Please mail your resume to: career@aimsoftsolutions.com - with the Subject: ??Application for Web - Designer??","css, dreamweaver, Prototype, Individual Contributor, CSS3, jQuery, Web technologies, web, Javascript, ASP.Net, Web designing, Photoshop, Ajax"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,142,"Skill Set Required:


Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers",Graphic/Web Designer
"Java,.net,Python,Android,Web Designing,Software Testing",V P Placement,0 - 1 years,Not Disclosed,Pune,30+ days ago,1,6203,"Dear Candidate
we have Argent Vacancy for Trainer Cum Developer Position (fresher) At Pune
skill - java,.net,Python,Android,Web Designing,Software Testing
qualification :- Bca, Mca , It , Be , Computer.","Software testing, Software design, Programming, Web designing, Android, Python"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,225,"Job Description :


Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers","dreamweaver, project, photoshop, web designing, coreldraw, ajax, prototype, javascript, jquery, css3"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,152,"Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers","dreamweaver, controls, photoshop, coreldraw, ajax, prototype, javascript, jquery, css3, asp net"
Web Designer,Primathink,0 - 5 years,Not Disclosed,Amravati,30+ days ago,1,506,"Role Web Designer
Industry Type - IT-Software Software Services
Functional Area - Design, Creative, User Experience - 0-5 years
Employment Type - Full Time, Permanent
Role Category - Creative
Skills and Qualifications:
- Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
- Experience designing and developing responsive design websites
- Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
- Ability to convert comprehensive layout and wireframes into working HTML pages
- UG : Any Graduate in Any Specialization, Graduation Not Required
- PG : Post Graduation Not Required, Any Postgraduate in Any Specialization","jQuery, Front end, Web technologies, html5, Wordpress, Javascript, Programming, bootstrap, Software services, CSS3"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,143,"Skill Set Required:

Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax
Understanding of web designing, using asp.Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus

Roles and Responsibilities:

Ability to complete a project from its scratch.
Act as a single point of contact for all the engineering activities on the project
Individual contributor and act as mentor for other engineers","dreamweaver, project, photoshop, coreldraw, ajax, prototype, javascript, jquery, css3, asp net"
Web Designer,Lintel Technologies,0 - 2 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,540,"A strong understanding of concept development, layout composition, site functionality, interaction, user interfaces, navigation, typography, and basic drawing skills.
Proficient knowledge of Adobe Photoshop and Illustrator (or Gimp).
A strong understanding of responsive web design.
Candidate must also have excellent organizational skills, and the ability to seamlessly switch between multiple projects.
Ability to work cooperatively and collaboratively with other professionals, including the ability to respond professionally to creative differences of opinion and to handle frequent feedback including multiple, potentially conflicting revisions and stress in a manner acceptable to others and to the organization.
Nice-To-Haves, but not required:
Working knowledge of HTML, CSS, jQuery, and JavaScript
Please reply with your resume, wage requirements, and/or any portfolio materials you might have. If your wage requirements make sense for your level of skill/experience, you're very likely to get an interview.
10 A.M. - 6 P.M. (IST)","institutions, layout, concept development, software development, serve, web design, javascript, illustrator"
Jr. Web Designer,Effervescent Technologies Pvt. Ltd.,0 - 3 years,Not Disclosed,Mumbai,30+ days ago,1,639,"Proactively provide smart client research and industry specific information.

Provide online website updates. Be a team player and a valued contributor to the creative studio team.

Candidate will be required to work independently on building SME websites from collateral data and promotional material along with generic reference sheet which will be provided.

Candidates will also have to attend meetings to take brief from clients on their specific requirements. Sr. Web Designers will have to manage a team of Jr. Designers. Jr. Web Designers should have to report Sr. Web Designers.

Requirements:

Minimum of 6 - 12 months previous work experience is a must.

Knowledge of creative softwares like Photoshop, Dreamweaver, Flash etc.

Knowledge of Javascripts, HTML, DHTML & CSS

Candidates must be comfortable working in a fast paced, constantly evolving, team environment Strong project management, interpersonal and organizational skills are essential.","project management, dreamweaver, website, be, promotional material, photoshop, sme, team player, team, html dhtml"
