Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
DBA (Database Administrator) - Oracle Database,Prakhar Software,4 - 7 years,Not Disclosed,Bhopal,30+ days ago,1,206,"Education:
Essential Criteria BE / B Tech or PG in IT / CS or equivalent Experience:
Minimum 6 years of experience years out of which minimum 4years shall be of DBA profile.
Desirable SkillsExperience:
Working experience for government clients would be added advantage.
Data centre working experience.
Candidate should be executed role of being part of development teams in more than 2 projects.
Technology benchmarking experience
Candidate should be self-driven and capable of generating PoC (Proof of concepts) directly and through a team.
Work experience must span over 2 turnkey IT assignments (min) with min team size of 25 .
Conversant with CMMi L5 framework Oracle DBA Certified Master or Professional / Oracle Certified Professional.
Core Responsibilities:
Candidates with strong database administration experience on Oracle 11g/12c onwards and need to updated himself/herself in latest version.
Strong understanding of Oracle 11g / Oracle 12c / onwards database.
Data structures / DB schema - advise on DB tables /data storage retrieval - optimize performance o Help application teams identifying work flow optimizations - proactively.
Maintain and share web analytics reporting - application and DB .
DB issues troubling shooting o Optimization of DB issues - run time /periodic DB activities - monitoring indexes/ DB health.
Data backup and recovery, Archival and Restoration o Database Access and privileges,
Monitoring high cost DML operation and providing Optimization and Tuning .
Root cause analysis of issues and resolving, coordinating with team o Assisting application teams in migration scripts and writing web-services (push/pull data) from/to other databases o Advise application teams on data archival/ purging techniques/Recovery.
Devise methodology of central DB repositories like data centres.
Must have administered DB volumes in excess of 500 GB - for client/server and web-based applications.
Exposure to Linux , Shell Scripts and Cron Jobs
Oracle Forms and Reports, SQL/My-SQL DB exp.
Design and Develop OLTP and OLAP Systems o Conversant with HP-UX, TRU 64 Unix, Linux ( Red-Hat/SCO), Windows Potential candidate should working knowledge on below :
Data modeling techniques, Traditional, Dimensional Modeling - Star and Snowflake Schema.
Weblogic application servers.
Designing techniques and supporting tools .
Legacy Application/data Migration - operational and implementation o Application Integration - DB/code driven compatibilities o MVC2 architecture. Additionally below knowledge islands would be preferred :
Data warehousing Business Intelligence tools - Informatica/ Abnitio/Oracle Warehouse Builder etc. Should be able to collaborate with project resources.","Unix, Data modeling, Weblogic, Database administration, Oracle DBA, Data structures, Windows, Informatica, Oracle, Business intelligence"
Database Administrator Oracle JPA,Atlas Systems,2 - 7 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,610,"Minimum 2 years Oracle database experience on Windows Platforms with RAC experience
Willing to work in EST Timings (05:30 PM to 02:30 AM IST)
Tasks
Installation & Configuration of Oracle Software, Creation and Configuration of Oracle 10g, 11g and 12c Databases in Windows and Linux Platforms.
Monitor and manage database sessions, jobs and scheduled tasks
Space Management - Monitoring, Table space creation, data file addition, resizing, moving
Good hands on experience in Oracle RAC.
Good Experience in Oracle Data guard and any replication tools
Good experience in Performance Tuning (Analyzing AWR and ADDM Reports)
Experience in monitoring database performance, generate session trace, AWR and ADDM reports and should be able to do first level performance analysis for performance issues
Cloning/Refresh of databases using RMAN, Export/Import, Expdp/Impdp
Backup & Recovery using RMAN and other tools and methods.
Security & Privilege Management - Create and maintain users, privileges and roles, enable/disable database audits
Writing SQL Scripts for DBA tasks and shell scripting
Exposure to tools like Toad and Oracle Enterprise Manager is desirable.","Performance tuning, Linux, Shell scripting, Healthcare, Windows, Database Administrator, Oracle, Oracle 10G, RMAN, SQL"
Oracle R12 Database Administrator,Stratosphere It Services,5 - 8 years,15-20 Lacs P.A.,"Bangalore/ Bengaluru,Karnataka",30+ days ago,5,103,"Dear Candidates,

We are #hiring for one our client ,below is the job description we are looking for matching profiles. If anyone #interested please share your updated cv/references to saikumari.p@stratosphere.co.in


Role: Oracle R12 DBA
Location : Bangalore
Notice Period : Immediate - 15 Days
Position Type : C2H

JD(High level) Of Oracle APPS R12 DBA


Installation, configuration and upgrading of Oracle server software and related products.
Starting and Stopping the application
Monitoring the application related products like oacore,oafm apache etc.
Bouncing apache,oacore,oafm if needed
Establish and maintain backup and recovery policies and procedures.
Take care of the Database design and implementation.
Implement and maintain database security (create and maintain users and roles, assign privileges).
Work as part of a team and provide 247 support when required
Perform general technical trouble shooting and give consultation to development teams.
Interface with Oracle Corporation for technical support.
Patch Management and Version Control.
Perform database tuning and performance monitoring.
Perform application tuning and performance monitoring.
Cloning DEV and TEST from PROD.
Good Knowledge in OS like Linux, IBM(UIX), Windows etc.as oracle software will be installed on these OSs.
Good Knowledge in sql and PlSQL.
Very good understanding of Oracle core database architecture and concepts
Oracle SQLNet configuration and working knowledge.
Knowledge on Concurrent managers","R12, Oracle DBA"
Oracle DBA,Diverse Lynx,3 - 8 years,Not Disclosed,Bengaluru,30+ days ago,1,293,"RAC, OEM, Performance Tuning, installation, configuration, Oracle11g, 12c
Managing and configuring master-slave replication in mysql/Mariadbdatabases.
Troubleshooting issues in mysqldatabase
Managingdatabasebackup using Mysqldump and xtra backup.
Implementing andadministeringOracle11gand 12cRAC &standaloneDatabases
Installation ofOracleEnterprise Manager13cwith the repositorydatabaseand Configuration of targets for DB monitoring and administration","Performance tuning, RAC, OEM, MySQL, Oracle DBA, Management, Troubleshooting, Oracle 11G, Monitoring"
Oracle R12 Database Administrator,Stratosphere It Services,5 - 8 years,15-20 Lacs P.A.,"Bangalore/ Bengaluru,Karnataka",30+ days ago,5,129,"Dear Candidates,

We are #hiring for one our client ,below is the job description we are looking for matching profiles. If anyone #interested please share your updated cv/references to saikumari.p@stratosphere.co.in


Role: Oracle R12 DBA
Location : Bangalore
Notice Period : Immediate - 15 Days
Position Type : C2H

JD(High level) Of Oracle APPS R12 DBA


Installation, configuration and upgrading of Oracle server software and related products.
Starting and Stopping the application
Monitoring the application related products like oacore,oafm apache etc.
Bouncing apache,oacore,oafm if needed
Establish and maintain backup and recovery policies and procedures.
Take care of the Database design and implementation.
Implement and maintain database security (create and maintain users and roles, assign privileges).
Work as part of a team and provide 247 support when required
Perform general technical trouble shooting and give consultation to development teams.
Interface with Oracle Corporation for technical support.
Patch Management and Version Control.
Perform database tuning and performance monitoring.
Perform application tuning and performance monitoring.
Cloning DEV and TEST from PROD.
Good Knowledge in OS like Linux, IBM(UIX), Windows etc.as oracle software will be installed on these OSs.
Good Knowledge in sql and PlSQL.
Very good understanding of Oracle core database architecture and concepts
Oracle SQLNet configuration and working knowledge.
Knowledge on Concurrent managers","R12, Oracle DBA"
Database Administrator - Oracle,Indian Financial Technology And Alliedservices,3 - 6 years,4-8 Lacs P.A.,"Hyderabad/ Secunderabad,Telangana",30+ days ago,1,298,"Title: Database Administrator

Location: Hyderabad

Summary:

Oracle DBA with 3-5 yrs. of exp maintaining databases running on Red Hat Linux(and others Linux systems) and Windows.
Should be well versed with installing, upgrading and configuring large databases and
mission critical large OLTP and OLAP systems.
Experience in PostgreSQL Database installation, configuration and DR setups
Experienced DBA involved with backups, recovery, replication and migration of databases.
Experience with user administration and performance tuning.
Extensive experience in Database Backups RMAN (Full/Incremental backups) and in traditional hot/cold backups and Block recovery solutions using RMAN/ manual procedures wherever applicable.
Performance tuning on large systems on Oracle and PostgreSQL
Good experience in RAC Cluster ware administration, Configuration and Patching.
Involved with installation and maintenance of ORACLE 11g RAC/oracle 12C RAC/oracle RAC and standby database for High Availability and Disaster Recovery purpose.

Responsibilities:

Strong knowledge of Oracle & PostgreSQL Architecture.
Oracle and PostgreSQL Database installation, maintenance and upgrades.
Experience on applying Oracle patches including CPU patch, interim patch and bugs fixing using OPatch.
Established database backup/recovery strategy for different databases : Oracle and PostgreSQL
Performed cloning of database from production database to test
Database Object optimizations,explain plan, query plan and supporting devlopment team on
Stored procedures and triggering and others
Creating and Maintaining Physical Standby database for both PostgreSQL & Oracle
Experience on RAC databases
Managing logical backups using datapump utility.
Working on automation scripts for production databases.
Automated database environment using SHELL SCRIPTS to monitor different environments.
Monitor hardware resource utilization, recommending to management additional hardware necessary for forecasted levels, working with staff to maximize performance
Perform testing of designed transaction processing environment, testing for performance, stability, fail over, and new database versions
Keep up to date on current and new releases of database platforms and technology, planning migration strategy accordingly
Assist in the development of automation scripts, documentation, and procedures for database administration, testing, and production
Database Transit and Encrytion
Ensure data integrity and security according to departmental standards and procedures
Backup Management
- Using RMAN
- Taking export Backups Through datapump utility.
- Recovery Management
Working on Goldengate replication, Monitoring and troubleshooting Lag issues
Prepared scripts for database monitoring and other space alerts
Good Communication and Interpersonal Skills.
Experience in PostgreSQL Database on 11v to 15v
PostgreSQL Streaming replication
Experience in working different OS platforms in Linux(Ubuntu, RHEL) and Windows

Education: B.E / B. Tech Graduate

Experience: 3 - 5 Years

Technical Skills:
Oracle (Primary) and PostgreSQL(Secondary)
ASM and RAC, Golden Gate(Optional)
Linux and Windows
Shell/power shell scripting
OEM","Postgresql, Oracle DBA, RAC, OEM, ASM"
Oracle RAC DBA,Fasur Technologies,5 - 10 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,216,"At least 5 years of experience managing a medium to large production RAC installation.
Oversee large scale production environments running Oracle 11g/Oracle 11g RAC on Linux and AIX
Perform Oracle database administration tasks including managing and maintaining production Oracle RAC databases, software installation, configuration and space management, backup and recovery, and performance optimization on several client engagements
Deep knowledge of Oracle 11g technology, strong RAC/clustering, RMAN, and Data Guard experience
Proficiency in Oracle Grid Control, OEM and RMAN backup and recovery techniques
Ability to diagnose problems and resolve issues across various tiers (application, database , network, server and storage)
Strong knowledge on SQL, Unix/Linux and shell scripting","Unix, Aix, Linux, RAC, Shell scripting, Database administration, Oracle RAC, Oracle, RMAN, SQL"
Oracle database ADMIN - CAT,Fusion Plus Solutions Inc,2 - 5 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,216,"Expertise in Oracle database 11g /12c/18c/19c and data warehouses
RAC, ASM, Dataguard experience is highly desirable
Expertise in database performance tuning
Good in Exadata.
Understanding in Enterprise Manager
Basic understanding on Oracle database Security
Hands on experience with Exadata.
Parallel processing - both Unix and database parallel technologies
Movement and loading of LARGE quantities of data
Expertise in partitioning and Oracle compression technologies
Storage Technologies & Virtualization.
Experience in Solution Architecture and sizing of Oracle Databases is a must
Ability to scope and define benchmark projects
Experience using or managing Windows, Linux or UNIX operating systems. Linux experience is a strong plus","Unix, Solution architecture, Oracle database, Performance tuning, Linux, database security, Database, Windows, Oracle, Virtualization"
oracle production DBA,Fusion Plus Solutions Inc,4 - 7 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,80,"Must have worked in production environment for atleast 6 years on Oracle 11gR1/R2 and 12C R1/R2 versions. Experience in Ver 19 C is an advantage.
The candidate should be familiar with Unix Operating system and windows operating system.Familiarty with AWS cloud environment is a plus.
The candidate should be familiar with Shell and perl scripting.Experience in Python is a plus.
The candidate should be able to debug performance related issues of Oracle RDBMS from the inputs from alert mails,GUI windows of Monitoring tools both in cloud as well as. On premises server environments.
The candidate must be proficient in Oracle Data Gaurd and Oracle. RAC
The candidate must be familiar with RDBMS replication tools Shareplex and Golden Gate.
The candidate must be proficient in pro-active administration of Oracle production Databases.
Must be familiar with the management of Tablespaces and DB objects like tables and Indexes.
Must be familiar with Partitioning of DB objects like Tables and Indexes
Understanding of Oracle Wait Interface is an Added advantage.","Monitoring tools, Oracle RDBMS, RDBMS, Cloud, Database administration, Unix operating system, Oracle RAC, Windows, Oracle, Python"
Oracle Core DBA,Diverse Lynx,3 - 7 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,396,"An Oracle Core DBA (Database Administrator) is a professional responsible for the installation, configuration, maintenance, and optimization of Oracle Database systems
They play a crucial role in ensuring the smooth operation and performance of Oracle databases within an organization
Here are some key responsibilities and tasks typically associated with an Oracle Core DBA:Database Installation and Configuration: Oracle Core DBAs install and configure Oracle Database software on servers or systems
They ensure proper setup, including configuring database parameters, creating database instances, and establishing connections to client applications
Database Maintenance and Monitoring: DBAs perform regular maintenance tasks, such as database backups, recovery, and applying patches or updates
They monitor database performance, identify bottlenecks or issues, and take corrective actions to optimize performance and ensure high availability
Database Security and User Management: DBAs implement and maintain database security measures, including user authentication, role-based access control, and data encryption
They manage database users, roles, and privileges, ensuring that access is granted according to the organization's security policies
Database Performance Tuning: DBAs analyze and optimize database performance by monitoring and fine-tuning various aspects of the database, such as query optimization, index creation, and memory management
They use performance monitoring tools and techniques to identify and resolve performance bottlenecks
Backup and Recovery: DBAs implement and manage database backup and recovery strategies to protect critical data
They design backup plans, perform regular backups, and test the restore processes to ensure data integrity and minimize downtime in case of failures or disasters","Performance tuning, query optimization, Monitoring tools, Memory management, database security, data integrity, Database maintenance, Database Administrator, User management, Performance monitoring"
Oracle Core DBA,Netpace Inc,4 - 7 years,Not Disclosed,Mumbai,30+ days ago,1,195,"Minimum of 5 years' experience as a CORE Oracle DBA
Experience in database migrations - Must have done at least 1 database migration independently.
Experience in patching and upgrades of production databases
Experience in performing backup and recovery using RMAN
Experience in installation, configuration and administration of RAC databases
Understanding and troubleshooting performance issues (this is for senior candidates - those with more than 7 years exp)
Setting up standby databases using Data Guard
Basic OEM setup and configuration experience (Some may not have this experience, we can still consider them if they have good experience in other areas)
Willingness to work in shifts and weekends (No night shifts as of now. The needs may change during the course of the project and the candidates should be willing to do occasional night shifts)
Decent communication skills - oracle and written
Experience in Exadata and Golden Gate will be a huge plus","RAC, OEM, Database migration, Oracle DBA, Oracle, Troubleshooting, RMAN"
Oracle/Exadata Database Administration (DBA),BNY Mellon,4 - 7 years,Not Disclosed,Pune,30+ days ago,1,50,"Database Performance Tuning
Exadata Engineering Performance tuning
Review Work Load and come up with the needs of the Shift
Resource optimization and facilitating productivity improvement
Facilitate Knowledge based support and come up with templates to reduce Average resolution time
Automation of monitoring process for all critical components
Operational Review:
Manage Exadata to ensure maximum uptime, good performance, data security and high availability
Plan and review backup recovery policies
Regular support review meetings with various stake holders.
Review reports and initiate corrective action.
Support Application teams and help resolve various issues and timely completion of jobs.
Review of database health and initiation of corrective action
Developmental:
Learn new and emerging technologies.
Partner Stakeholder Management:
SLA management Global communication
Review of problem matrix to ensure alignment of services with pre-defined SLA.
Operation review
Security and Compliance:
Database, Backup Recovery practices adheres to organizational security standards.
Implementation of adequate levels of auditing reviewing database audit logs
At BNY Mellon, our inclusive culture speaks for itself. Here s a few of our awards:
Fortune World s Most Admired Companies Top 20 for Diversity and Inclusion
Bloomberg s Gender Equality Index (GEI)
Best Places to Work for Disability Inclusion , Disability: IN - 100% score
100 Best Workplaces for Innovators, Fast Company
Human Rights Campaign Foundation, 100% score Corporate Equality Index
CDP s Climate Change A List","Automation, Compliance, Bloomberg, Talent acquisition, Asset management, Oracle, Operations, SLA management, Monitoring, Auditing"
Oracle Core DBA,Lawlogix Group,6 - 11 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,23,"Installation, configuration and upgrading of Oracle server software and related products
Evaluate Oracle features and Oracle related products
Establish and maintain sound backup and recovery policies and procedures
Take care of the Database design and implementation
Implement and maintain database security (create and maintain users and roles, assign privileges)
Perform application tuning and performance monitoring
Setup and maintain documentation and standards
Plan growth and changes (capacity planning)
Work as part of a team and provide 24x7 support when required
Perform general technical trouble shooting and give consultation to development teams
Interface with Oracle Corporation for technical support.
Patch Management and Version Control
What experience you need
Minimum 6+ year experience in Oracle DBA skill sets
Must have knowledge and working experience in AWS RDS and other Cloud Databases
Must be expert and skilled in Perform database tuning and performance monitoring
Must have good knowledge on working on Linux Environment
Good to have Automation skills using Shell, python , perl and sql/plsql etc
Good understanding of the Oracle database, related utilities and tools
A good understanding of the underlying operating system
A good knowledge of the physical database design
Ability to perform both Oracle and operating system performance tuning and monitoring
Knowledge of ALL Oracle backup and recovery scenarios
A good knowledge of Oracle security management
A good knowledge of how Oracle acquires and manages resources
A good knowledge Oracle data integrity
Sound knowledge of the implemented application systems
Experience in code migration, database change management and data management through the various stages of the development life cycle
A sound knowledge of both database and system performance tuning
A DBA should have sound communication skills with management, development teams, vendors and systems administrators
Provide a strategic database direction for the organization
A DBA should have the ability to handle multiple projects and deadlines
A DBA should possess a sound understanding of the business
Implement, enforce and adhere to Disaster Recovery plan for platforms
Good knowledge or Wallet creation, SSO implementation and SSL based Database integrations
What could set you apart
Good to have Automation skills using Shell, python , perl and sql/plsql etc
Good to have Oracle DBA certificates
Preferably BS degree or equivalent","Performance tuning, Automation, Security management, Linux, Database design, Healthcare, Perl, Technical support, SQL, Python"
ORACLE DBA,RSAB IT India,5 - 10 years,Not Disclosed,Bengaluru,30+ days ago,1,821,"Years of Experience: Minimum 5+ years of experience in Oracle Database Administration.

Technical skills:

Interaction language, Managing DB objects, DB Migration and upgrading, Oracle 12C Architecture, Storage management, DB trouble shooting, Managing users Security, Backups and recovery, DB replication and cloning, Flashback technology, DB creation and operation, Using data dictionary, Oracle N/w configuration, performance tuning and Multitenant architecture.

Qualification:

Bachelor s Degree in Computer Science or equivalent. Should have minimum 5+ years of experience in Oracle Database Administration.

Required Skills:

Must be proficient in Oracle Database Administration 10G, 11G and 12C Proficiency in Database Performance Tuning. Must be well versed with RMAN backup recovery Must have knowledge of Data guard OEM Desired Skills:

Excellent communication skills, verbal and written. Attention to Details. Ability to work with minimal supervision. Ability to work under tight deadlines.","Computer science, Data dictionary, Performance tuning, Storage management, OEM, Database, Oracle DBA, Troubleshooting, RMAN, Supervision"
Oracle RAC DBA,Fasur Technologies,5 - 10 years,Not Disclosed,Not specified,30+ days ago,1,140,"At least 5 years of experience managing a medium to large production RAC installation.
Oversee large scale production environments running Oracle 11g/ Oracle 11g RAC on Linux and AIX
Perform Oracle database administration tasks including managing and maintaining production Oracle RAC databases, software installation, configuration and space management, backup and recovery, and performance optimization on several client engagements
Deep knowledge of Oracle 11g technology, strong RAC/ clustering, RMAN, and Data Guard experience
Proficiency in Oracle Grid Control, OEM and RMAN backup and recovery techniques
Ability to diagnose problems and resolve issues across various tiers (application, database , network, server and storage) Strong knowledge on SQL, Unix/ Linux and shell scriptin","Unix, AIX, Linux, Shell scripting, Grid, Database administration, Oracle RAC, Oracle, RMAN, SQL"
