Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Java Developer,Diverse Lynx,2 - 6 years,Not Disclosed,New Delhi,30+ days ago,1,364,"Contribute to all stages of software development lifecycle
Design, implement and maintain Java-based applications that can be high-volume and low-latency
Analyze user requirements to define business objectives
Envisioning system features and functionality
Define application objectives and functionality
Ensure application designs conform with business goals
Develop and test software
Identify and resolve any technical issues arising
Create detailed design documentation
Propose changes to current Java infrastructure
Develop technical designs for application development
Develop multimedia applications
Write well designed, testable code
Conducting software analysis, programming, testing, and debugging
Manage Java and Java EE application development
Develop documentation to help users
Transforming requirements into stipulations
Prepare and produce releases of software components
Support continuous improvement, investigating alternatives and technologies, and presenting for architectural review","Java J2Ee Developer, microservices, professional"
Java Developer,Diverse Lynx,2 - 6 years,Not Disclosed,New Delhi,30+ days ago,1,327,"Contribute to all stages of software development lifecycle
Design, implement and maintain Java-based applications that can be high-volume and low-latency
Analyze user requirements to define business objectives
Envisioning system features and functionality
Define application objectives and functionality
Ensure application designs conform with business goals
Develop and test software
Identify and resolve any technical issues arising
Create detailed design documentation
Propose changes to current Java infrastructure
Develop technical designs for application development
Develop multimedia applications
Write well designed, testable code
Conducting software analysis, programming, testing, and debugging
Manage Java and Java EE application development
Develop documentation to help users
Transforming requirements into stipulations
Prepare and produce releases of software components
Support continuous improvement, investigating alternatives and technologies, and presenting for architectural review","J2Ee, professional"
Hiring Sr.Java Developer with Angular in Cognizant(Contract Pay Roll),Tmangoes Hr Consulting,7 - 12 years,15-30 Lacs P.A.,"Noida,Uttar Pradesh",10 days ago,,126,"Primary Skills - Java and Angular
Experience - 7 to 12 years
Location - Bangalore/Hyderabad/Pune/Chennai/Mumbai/Noida/Gurgaon/Kolkata
Max notice - Immediate to 30 days only

Note: Please apply only if you have above 7 years of experience","Java, Angular, Angularjs, J2Ee"
Software QA Engineer II,Realpage,5 - 8 years,Not Disclosed,Ghaziabad,30+ days ago,1,112,"The Integration Services QA engineer is responsible for ensuring the quality of Integration solutions on our shared Integration platform, establishing an automation platform, define reusable testing artifacts to support integration patterns
QA engineer is expected to possess strong technical expertise as well as strong leadership and mentoring skills
PRIMARY RESPONSIBILITIES
Responsible for developing Test strategy for Integration Solutions
Responsible for building Automated testing platform for the integration solutions
Develop re-usable testing patterns based on Integration patterns
Work collaboratively with Development team, Business teams and other team members to improve testing efficiencies.
Contribute to Integration Development best practices and standards.
Support TIBCO application deployments and change management team in performing deployments.
Exercise judgment in prioritizing and delegating work coming in from multiple stakeholders and offer recommendations.
Create and update high-quality documentation for maintaining the life cycle of integration solutions.
Provide technical guidance and subject matter expertise to Enterprise Services Team members, both onshore and offshore.
key contact for Project Managers, advising on project sizing and estimation
Trouble shoot and Support Interface failures in Production and build After Action Reviews for major issues.
Manage defects during development and testing cycles and triage the defects.
Be a core team member for establishing and governing SDLC Process for Integration solutions
Responsible for establishing Testing related Documentation templates included in SDLC of Integration links
REQUIRED KNOWLEDGE/SKILLS/ABILITIES
Bachelor s degree in computer science or related field. Equivalent technical experience may be substituted for this educational requirement.
5+ years of experience in testing applications involving SOAP and REST based Web Services/APIs with XML, JSON based message formats, Integration technologies like Tibco EMS or JMS, Kafka
5+ years experience in API testing with Postman, SOAP UI etc
5+ years experience building and executing Performance Tests,
3+ years experience building and working on any BDD Driven and IntegrationTest automation Frameworks
Working knowledge of Jenkins/Azure DevOps or similar CI/CD build orchestration tools
1+ years of experience testing solutions on with Tibco BW/EMS or like middleware platform solutions
1+ years of working experience on Web Services Gateway / API Gateway platforms
3+ years experience working on dot net Core / dot net Framework and C# is a plus
Good knowledge on core Java, JDBC and J2EE technologies is a plus.
Knowledge of Unix Shell scripting, and experience in using Putty, WinSCP/FileZilla tools
Experience with bug tracking systems, like Quality Center and JIRA
Familiarity with distributed/version control systems like SVN, GitBucket, Azure DevOps etc.
Excellent verbal and written communication skills with stakeholders, at various organizational levels.
Demonstrated interest in learning new technologies and applications.
Ability to build strong relationships with geographically dispersed teams and vendors.
Prior experience in Shared Services (Preferred)","JMS, Core Java, Automation, XML, JDBC, J2Ee, JSON, Middleware, SDLC, Unix shell scripting"
Hiring Sr.Java Developer with Angular in Cognizant(Contract Pay Roll),Tmangoes Hr Consulting,7 - 12 years,15-30 Lacs P.A.,"Noida,Uttar Pradesh",12 days ago,,126,"Primary Skills-Java and Angular
Exp-7-12years
Location-Bangalore/Hyderabad/Pune/Chennai/Mumbai/Noida/Gurgaon/Kolkata
max notice-Immediate to 30 days only","Java, Angular, Angularjs, J2Ee"
Software Developer,Purna Infotech,2 - 3 years,4.75-5.5 Lacs P.A.,"Noida,Uttar Pradesh",12 days ago,3,1246,"Exp: 2 years+
skills: React js, Redux, Java, spring boot, hibernate, my sql
hiring for Reactjs and Java developer, its an immediate requirement, only looking for candidate with les than 15 days np
WFO
Noida
not considering outstation candidates

Required Candidate profile
Min 2 years corporate exp required
immediate joiner with excellent communication skills and technical knowledge

Perks and benefits
INSURANCE, paid leave, five days working,","Java, Redux, Reacts Js, Springboot Java, Mern Stack, Maven, Api Integration, Node.Js, Web Application Development, Angular, microservices, Tomcat Server, J2Ee Development, MySQL, JPA, Gradle"
AEP + CJA Developer - 6+ Yrs Exp + Pan India,Cygnus Professionals,6 - 11 years,Not Disclosed,Pune,20 days ago,10,37,"Job Title: AEP CJA Developer
Location: Pan India
Experience: 6+ years
Notice Period: 30 days or less

We are seeking AEP CJA developer, the candidate will be responsible to work with Business stakeholders, Data Science and Architecture teams to successfully deliver omni-channel analysis for the business.

Responsibilities:
Work as a core member of AEP Delivery Team and collaborate with AEP onshore, product management, marketing, and fellow technologists to design, develop and deliver frictionless multi-channel experiences.
Build omni-channel analysis and dashboards understanding customer journey and business metrics.
Help business understand attribution of marketing campaigns efficiently leveraging AEPs Attribution AI in the analysis.
Build Proficient queries in Query Service for data mining.
Build XDM schemas for batch and streaming datasets, configure Source and Destination connectors, build Segments and queries as per defined use cases.
Build profile identity stitching and applying data governance and security policies in regulated industry like Financial Services.
Good understanding of solutions within Adobe Experience Cloud and how they integrate with AEP and its application solutions i.e. Real-Time Customer Data Platform (RT-CDP), Customer Journey Analytics (CJA) and Adobe Journey Optimizer (AJO).
Knowledge of data, schemas and APIs and services in platforms AWS/Salesforce and Marketo.
Build solutions leveraging the AI capabilities of AEP using Data Science workspace, Attribution AI and Customer AI.
Participate in user story analysis, elaboration, and design. Thrives to ensure code quality is high with supporting unit test and automation.
Employ industry best practices to deliver world-class solutions. Ensure developed solutions remain compliant with all applicable Prudential standards
Drive software development activities to meet schedules and timelines
Research problems discovered by QA or product support and develop solutions to the problems
Ensure that software standards and quality targets are met


Requirement:
Good understanding of FSI industry, typical customer journey and metrics across customer acquisition, engagement, and loyalty.
Experience working in Adobe Experience Platform and hands on experience on CJA and one or more key modules of RTCDP, AJO and Intelligence Services (Data Science, Customer AI, Attribution AI)
Advanced SQL knowledge for data mining.
Experience working with customer and digital marketing data and segmentation opportunities, and various measurement and analysis techniques and technologies.
Good understanding of data visualization techniques and tools (Tableau, Power BI etc.,)
Possess excellent software architecture, design and problem-solving skills
Experience with agile development methodologies and TDD
3+ years experience with Big Data/cloud platforms or Adobe Experience Cloud products
3+ years experience with backend technologies including Python, Java, J2EE, Tomcat, REST
Experience designing, implementing, and supporting enterprise-grade technical solutions for the cloud.
3+ years experience with data modeling, table design, data mapping to table structures, event driven implementation and advance knowledge of working with SQL
3+ years experience with Adobe Experience Platform or similar CDP
Knowledge of using XDM, Attribution AI, Customer AI, DMP & CJA
2+ years experience with building omni-channel personalization implementation.
Extremely proficient in using Postman API platform and one of the IDEs like Eclipse, IntelliJ or Microsoft Visual Studio
Working experience with Adobe Analytics, Adobe Target, Adobe Launch, Adobe Marketo Engage or Adobe Campaign.
Adobe Certified Expert CJA certification in AEP would be a huge plus.

Qualification:
Bachelors degree preferably in Computer Science","Big Data, AEP, SQL, CJA, Python, tomcat, AJO, RTCDP, REST API, java, data modeling, j2EE, Advanced SQL"
Fullstack Developer-Sr Java Developer-urgently require-Immediate,Talent Corner Hr Services,4 - 7 years,3-8 Lacs P.A.,"New Delhi,Delhi( Kirti Nagar, Kirti Nagar Industrial Area )",30+ days ago,2,Less than 10,"Roles and Responsibilities 
You are responsible for writing efficient and maintainable code. Our current technologies are JAVA /J2EE /Hibernate /Spring /JSP /Servlets/ Struts.
You are responsible for the back end server side coding but if required can work on front end too.
Desired Candidate Profile 
4+ years as an coder / developer in Java and J2EE
You have working knowledge of Hibernate,Springs,JSP,Struts ,JSON ,JBoss
Your understand Web Service Technology (JAX-RS, JAX-WS, WSDL,SOAP,UDDI)
Perks and Benefits ","Java, Hibernate, J2Ee, Java Fullstack, Spring, hib, Struts Hibernate, JBoss, JSON, JAX-WS, SOAP, jb, Jax-Rs, JSF"
GPS - Investment - Overwatch,Nubes Opus,3 - 6 years,Not Disclosed,Gurgaon/Gurugram,30+ days ago,1,70,"3 years of hands-on experience developing single page web applications and writing JavaScript/Typescript, HTML, CSS
2 years of experience with React.js and strong component-based design involvement
Experience writing data driven tests, mocking, and unit tests in each layer
Experience cloning, branching, committing, and submitting pull requests with Git
Experience coding microservices (any language)
Experience writing T-SQL
Practical DevOps experience with build jobs, containerization, and deploying web applications in the cloud

Preferred:
Experience with Apache Spark / PySpark (highly preferred)
Domain experience with financial and accounting principles and software
Experience working with data scientists and integrating analytical models
Experience developing GraphQL APIs and gRPC services (Node or Python a plus)
Agile development on a scrum team
Test driven development and behavior driven development
Serverless application development with Google or AWS","GIT, Coding, Java J2Ee Developer, Analytical, Agile development, HTML, Application development, Scrum, test driven development, Python"
Java Fullstack Developer || 4+ Years || Weekend Virtual Drive,Emids,4 - 9 years,Not Disclosed,Noida,23 days ago,4,827,"We at EMIDS is hiring Java developer.

Please share your resume at anushree.rathore@emids.com

Are you a seasoned Java developer looking for your next career move? Join our weekend drive for Senior Java Developers and take the opportunity to showcase your skills. We are seeking an experienced and passionate Java developer who can contribute to the development of cutting-edge software solutions. If you thrive in a fast-paced, collaborative environment and have a deep understanding of Java technologies, we want to meet you.


Experience : 4+ Years

Key skill: Java, Spring, Hibernate, PostgreSQL/MySQL, Database - Oracle, ReactJS, JavaScript, REST, SOAP, Microservices, jQuery.

Qualifications:
Bachelor's degree in Computer Science, Engineering, or a related field.
Proven experience as a Java developer with a minimum of 4 years of relevant experience.
Strong proficiency in Java, including Java EE, Spring, and Hibernate.
Experience with RESTful API development.
Knowledge of front-end technologies such as HTML, CSS, and JavaScript is a plus.
Familiarity with database systems (e.g., MySQL, PostgreSQL, Oracle).
Understanding of software development methodologies (Agile/Scrum).
Excellent problem-solving and troubleshooting skills.
Strong communication and teamwork abilities.
Attention to detail and a commitment to delivering high-quality software.","Full Stack, hibernate, javascript, spring, java, css, Restfui Web Services, java technologies, J2Ee, HTML, Java Fullstack, SOAP, Angular, microservices, Backend Development, Backend, postgresql, Fullstack Development, Java Development, Web Services"
Product Quality Analyst,eG Innovations,3 - 5 years,Not Disclosed,Kolkata,30+ days ago,1,552,"A strong young candidate who is self-initiator to achieve goals
3 to 5 Years experience in testing on Java based architecture applications(Preferably web applications)
Strong appetite for QA and Analytical Thinking along with trouble shooting skills
Should possess strong writing skills of document and test case
Strong Communication skills and exposed in multicultural working model and should be good team player
Track record to prove the ability to learn new technologies AND self-initiator on acquiring new skills.
Any internship or project experience working on Javais required
Technical Skill
Knowledge of Core Java
Java Collections
Threading
Exception handling
String handling
Spring Framework and SpringBoot
Good in Data Structures and Algorithms.
Java Enterprise Edition (J2EE)
Java based Web/Application servers (Tomcat, WebLogic, WebSphere, JBoss)
Basic knowledge of JSP/ Servlets
Basic JavaScript/HTML
Preferred Skillsets
Experienced in usage of Performance Engineering tools to provide load and volume to applications
Experience of installing various web containers
Exposure towards dockers and CRIO","Core Java, Tomcat, JBoss, Weblogic, Analytical, Javascript, Data structures, J2Ee, HTML, Internship"
Senior Java Developer (Middleware),Paytm,3 - 6 years,Not Disclosed,Noida,30+ days ago,1,316,"Experience in handling the scaled product individually.
Must have experience with LLD /HLD
Must have experience in Kafka and Elastic search.
Good to have experience in Distributed Systems.
Experience in frameworks Spring Boot/ Hibernate and AWS technologies.
Hands on experience in Java/Reactive Java development.
Hands on in Data structures, Algorithms, Micro services, Web services.
Experience in Redis /Aero spike, MySQL or Mongo Db, Cassandra.
Experience and a desire to mentor peers and junior staff.
Excellent written and verbal communications skills.
Proficient in Architecture Design and problem solving.","Hibernate, cassandra, Financial inclusion, Java J2Ee Developer, MySQL, Architectural design, Data structures, Middleware, Distribution system, Financial services"
Sr. Java Developer I,Bottomline Media,3 - 5 years,Not Disclosed,Kolkata,7 days ago,1,168,"The Senior Software Developer is involved in all stages of development including planning, implementation, testing, documentation, release and product support; work to debug and implement new changes to systems as they are prioritized
He/she must have good inter-personal, oral and written communication skills and have strong problem-solving skills with an aptitude for learning
Responsibilities:
Implement new features and modifications
Develop code for system changes or new modules within Bottomline core technology and architecture according to specifications and standards
Participates and contribute in formal and informal code reviews
Prepares and executes accurate unit test plans, test data, and test modules and scripts
Documents code changes and unit test results per Best Practices
Performs production support and troubleshooting and maintenance (defect resolution)
Required Skills:
Expert level understanding of all phases of SDLC, preferably with Agile methodology.
Strong coding experience with Java , J2EE , SQL JavaScript.
Strong Knowledge in spring , spring boot and docker
Knowledge in testing framework like Junit, Mockito
Good Knowledge in REST API design and implementation.
Knowledge in Postgresql / Oracle
Solid experience developing with SQL queries, stored procedures, views and triggers for Oracle databases.
Understanding of multi-tier architecture, Web based development, and Services Oriented Architecture.
Excellent communication (verbal and written) and interpersonal skills. Able to step into complex situations and take responsibility.
Solid knowledge working with version control systems like GitLab and build tools like maven.
Strong problem solving and conflict resolution skills.
Preferred Skills:
Able to guide junior developers.
Ability to learn and master internal frameworks quickly.
Deep knowledge in writing complex unit tests.
XML and knowledge of generating Java data binding code from XSDs
Experience with Agile methodology.
Experience developing complex financial applications.
Education and Experience:
3+ years of experience as full stack developer.
Bachelor s degree in computer science or equivalent","Automation, Production support, Coding, XML, Javascript, J2Ee, Stored procedures, Oracle, Troubleshooting, SDLC"
Java Developer,Dharampal Satyapal Group (DS Group),5 - 10 years,Not Disclosed,Noida,29 days ago,1,5079,"Roles and Responsibilities :
Work as part of a software development team
Write code per app specifications
Test to ensure designs are in compliance with specifications
Analyse user requirements to determine how to translate into Java
Debug and resolving technical issues
Make recommendations to existing job infrastructure
Continually engage in professional development
Develop documentation to track
Should be able to integrate 3rd party APIs, datasets, and applications
Collaborate with teammates to quickly deliver high-quality solutions
Uphold and improve coding standards, and help prevent defects by participating in code reviews
Technical Skills

High proficiency in programming and software design in J2EE technologies stack (JSP, Servlet, Filter), JQuery, Angular js, JSON, GSON, HTML5, CSS,AJAX, Web Services (Restful Services), Java Script, Java (JDK 1.8) and above.
Experience in Spring and Hibernate (preferred Hibernate 5) is must.
Should have worked in Build Tools (Maven, Gradle). Frameworks (Spring 4.0 (Spring Core, MVC), Spring Security 4.0, Spring Boot , Micro services , JPA).
Should be able to manage web servers like Tomcat 8.0.
Basic knowledge of database management (MySQL, Oracle, MSSQL)
Should have worked on mobile application development for android and iOS.
Should have some exposer of reporting technology (Jasper Report - Optional)
Skills & Qualifications
Professional IT Certification, preferred
3-5 years of experience developing apps
Expert level in Java programming
Some experience in database management
Ability to communicate effectively with a software development team on tight deadlines
Experienced in developing web applications (apps)
Fluency in interpreting and working with third-party APIs or micro services
Analytical and detail-oriented
Advanced problem-solvers
Ability and willingness to learn new technologies","Java Frameworks, Hibernate, Javascript, React Native, jquery, Angularjs, JSP, Spring Boot, J2Ee, React.Js, j2ee technologies"
Java Developer,Diverse Lynx,2 - 7 years,Not Disclosed,Kolkata,30+ days ago,1,4642,"Job Title - Java Developer


Job Description -
Minimum 3 years of experience
Should have strong knowledge in Core Java and J2EE
Should have knowledge of MVC or Hibernate or MVC Architecture
Should be experience in impact analysis and estimation
Should be experience in conceptualization and design prototype of new solutions
Should have knowledge of one or more databases.
"",","Core Java, Hibernate, Prototype, MVC architecture, Conceptualization, J2Ee"
Senior Java Developer,Intelly Labs,5 - 8 years,Not Disclosed,Noida,30+ days ago,1,126,"Java 8/J2EE(Mandatory)
Experience with Microservices/Restful services (Mandatory)
Core product development experience on SaaS/Cloud/Multitenant based projects (Mandatory)
Working experience with Spring, Hibernate, JPA, Restful services (Mandatory)
Good experience with Unit Testing processes and tools (JUnit, Mockito, PowerMock, etc)(Mandatory)
Knowledge of GIT, Gradle, Jenkins (Mandatory)
Exposure to Agile/SCRUM methodology (Mandatory)
Experience working in Cloud Environment (GCP/AWS) (Mandatory)
Experience API Management and Dev portal tools (Good to have)
Experience with any Messaging middleware (RabbitMQ) (Good to have)
Exposure to database techniques/tools such as data modeling, Oracle, SQL, etc (Good to have)
Experience with Kubernetes, Docker, CI/CD pipelines (Good to have)
Experience with working on fault tolerant, highly scalable application (Good to have)
Qualifications
BE/BTech/MCA with 5 - 8 years of experience","Hibernate, GIT, Oracle SQL, Data modeling, GCP, Cloud, J2Ee, JPA, Unit testing, Middleware"
Java Developer,Sledding Technologies,2 - 5 years,Not Disclosed,Gurgaon/Gurugram,30+ days ago,1,2509,"We are seeking an experienced Java Developer to join our team on a contract basis
The successful candidate will be responsible for developing and maintaining Java applications, designing and implementing software solutions, and ensuring the performance, scalability, and security of the applications
Key Responsibilities:
Develop and maintain Java applications
Design and implement software solutions
Ensure the performance, scalability, and security of the applications
Collaborate with cross-functional teams to identify and solve complex problems
Participate in code reviews and ensure adherence to coding standards
Stay up-to-date with emerging trends and technologies in software development
Requirements:
Bachelor s degree in Computer Science or related field
2+ years of experience in Java development
Strong knowledge of Java, J2EE, Spring, Hibernate, and other related technologies
Experience with web services, REST APIs, and microservices architecture
Familiarity with Agile development methodologies
Excellent communication and interpersonal skill","Hibernate, Interpersonal skills, Web services, Scalability, Coding, Agile development, J2Ee, Spring, Software solutions"
Java Developer,Xtreme Softech Private Limited,2 - 3 years,Not Disclosed,Gurgaon/Gurugram,30+ days ago,1,3545,"Strong object-oriented programming skills and Hands-on design/coding in Core Java and J2EE.
Hands-on Experience in Spring framework and RESTful Web Services.
Hands-on in Back-end frameworks: Spring framework (MVC is a must), Spring Boot.
Hands-on in ORM frameworks: Hibernate/JPA.
Strong knowledge of Design Principles and Patterns, Data structures and Algorithms.
Hands-on in multi-threaded programming.
Understanding of Micro Service Architecture is a plus.
Hands-on in Front-end frameworks: JQuery, Bootstrap, JSON Hands-on in Unit testing frameworks such as Junit and TestNG.","Hibernate, Core Java, jQuery, Front end, Coding, Data structures, J2Ee, JSON, MVC, Unit testing"
Full Stack Developer - Java/J2EE/Python,iMindYourBusiness,5 - 9 years,Not Disclosed,Hyderabad/Secunderabad,16 days ago,,110,"We are looking for a strong (Fullstack) for a AI company focusing on eCommerce domain headquartered in Dallas(US) and has development center in Hyderabad and Gurgaon :

Responsibilities :

- Performing requirement analyses.

- Developing high-quality and detailed designs.

- Conducting unit testing using automated unit test frameworks.

- Identifying risk and conducting mitigation action planning.

- Conducting configuration of your own work.

- Reviewing the work of other developers and providing feedback.

- Using coding standards and best practices to ensure quality.

- Closely work with customer architects and business teams.

Skills :

- 7 to 10 years of experience working on enterprise applications using JavaJEE,

- Development Frameworks like Spring Framework, Spring Boot and Open-Source software.

- Strong knowledge on Object Oriented programming, design, and integration patterns.

- Understand the requirements and prepare the high- and low-level designs.

- Strong command and hands-on with JavaJ2EE programming.

- Review design and code developed by project team members.

- Experience in Transaction Management, Spring and JPAHibernate.

- Experience in AWS GCP cloud computing technologies and cloud-native architecture.

- Experience with Agile development methodology.

- Knowledge in Angular will be added advantage.","Java, AngularJS, Hibernate, OOAD, Full Stack, J2EE, Spring Boot, Spring, Object Oriented programming, Agile development methodology, Spring Framework, JPA, automated unit test frameworks, AWS, Python"
Java Technical Lead,Cars24,5 - 9 years,Not Disclosed,"Gurgaon/ Gurugram,Haryana",16 days ago,10,576,"Senior Java Developer, CARS24 Location, Gurugram/ Bangalore
At CARS24, technology isn't just embraced it's the driving force behind transforming the
global used car industry. Our goal isn't mere size; it's achieving excellence. As India's premier
auto-tech pioneer, we're more than an organisation; we're architects of experiences,
champions of innovation, and creators of a groundbreaking tech-driven future.
For those who live and breathe innovation, CARS24 is your ultimate career destination. As a
Backend Developer, you won't just navigate you'll be the engine powering our solid
engineering foundation. Our focus goes beyond products; we're nurturing a ""Product
Engineering"" mindset in our DNA. Your role symbolises engineering excellence  identifying
seamless services, rapid patterns, and adaptable congurations for new needs. This isn't just
a role; it's a transformation. Merge strategic vision with hands-on leadership, propelling teams
to engineer with purpose and passion. It's more than management; it's the fuel propelling us
beyond boundaries.
Are you ready to accelerate your career, make an imprint of innovation, and steer the future of
AutoTech? Seize the wheel on this exciting journey with us.
ROLES & RESPONSIBILITIES
1. Product Engineering Mindset: Integrate ""Product Engineering"" thinking into the
development lifecycle, fostering adaptable systems and congurations for seamless
accommodation of new requirements.
2. Code Quality: Write high-quality code aligned with business objectives, contributing to
the achievement of organisational goals.
3. Cross-Functional Collaboration: Collaborate with various teams, understanding their
needs, providing solutions, and eectively managing expectations.
4. Continuous Learning: Keep abreast of industry trends by reading tech blogs, books,
and staying updated on global product designs and innovative solutions.




5. Tech Stack Expertise: Possess a comprehensive understanding of tech stacks, making
informed decisions supported by engineering principles and data.
6. Technical Prociency: Understand the functioning of the web, troubleshoot
production failures, and provide quick xes and lasting solutions.
7. Framework and Platform Knowledge: Grasp the design of frameworks and
development of platforms, including security considerations, containerization, and
production monitoring.
8. Language Prociency: Display expertise in Java and its ecosystem, with a willingness
to explore and write code in new languages when advantageous.
9. Hands-On Leadership: Lead by example with hands-on coding and solution design,
articulating your decisions through practical implementation.
10. Open-Source Integration: Identify and incorporate solutions from open-source
codebases into CARS24's products.
11. Cost-Eective Solutions: Understand the cost implications of engineering decisions
and apply sound reasoning to deploy optimal solutions.
12. Innovation Implementation: Architect A/B frameworks, high-performance web
applications, secure systems, congurable workows, and cutting-edge recommender
systems.
13. Industry Exposure: Contribute to exposing internal products to the wider industry,
leveraging this strategic advantage.
14. Building Resilient Systems: Construct enduring systems with a long-term perspective,
embracing calculated risks and engineering pride.
15. Eciency Advocacy: Drive automation, follow Test-Driven Development (TDD), and
champion ecient problem-solving methodologies.
TECH AT OUR CORE
At CARS24, we harness a versatile array of technologies that elevate our operations to new
heights. This dynamic tech ecosystem sets the stage for your role as a Senior Java Developer
at CARS24. Here's a glimpse into the tech landscape that propels our success:
Diverse Database Expertise: Our tech toolkit includes Aurora, RDS, Elastic Search,
Redis, Arango DB, MongoDB, MySQL, and Snowake. We master the art of data
management for seamless performance.
Next-Level App Development: Our iOS and Android apps boast highly optimised
React Native code, ensuring smooth and ecient user experiences.




Cloud Powerhouse: We're deployed across AWS and GCP, leveraging a multitude of
services from both cloud giants to fuel our operations.
Microservices Brilliance: Following a microservices architecture, we dissect complex
tasks into ecient components, enabling us to build top-quality products.
Agile Excellence: We swear by agile methodologies, ensuring nimble development
cycles and delivering products that meet the highest standards.
Cutting-Edge Pursuits: We're always on the lookout for groundbreaking tools that
give us an edge in a competitive landscape.
Exploring New Frontiers: Our unique domain challenges inspire us to delve into
uncharted tech territories, driving innovation.
Strategic Balance: With a keen eye, we strike a balance between feature-rich
environments, well-dened sets, and core R&D arenas.
QUALIFICATIONS & EXPERIENCE
Building scalable, highly available, resilient, extendable, secured architecture to
provide a signicant boost to the business.
5+ years of experience in Java,Spring, Design patterns & Data Structures.
You are a hands-on leader who talks through his code and solution design.
Writing high quality code to achieve business goals.
Working with various cross-functional teams to understand their needs, oering them
solutions and setting and managing their expectations.
Ensuring timely & high quality delivery. Following best practices for development and
championing their adoption as per company dened standards.
Developing with scale and speed amidst ux, there is just a LOT happening.
Up-to-date with emerging technology trends and ability to choose the best
You will regularly read tech blogs, books, and enhance your knowledge. You are
someone who keeps an eye on the best of the product designs across the world and
how best tech companies solve problems at scale.
You understand what, how and why of tech stacks and can defend your decisions with
sound engineering fundamentals and data.
You understand how the web works. Why things fail in production and when they fail
how to provide a quick x and long term solution.
You understand how frameworks are designed and how platforms are developed.
You understand security aspects, Containers, Production monitoring,
You have in-depth knowledge of Java and its ecosystem. You do not mind learning
new languages and writing
code if thats what brings the best of solutions.
You can go into open source code and identify how those solutions can be included
in Cars24 products.




WHY SHOULD YOU APPLY?
At CARS24, our team members are the heartbeat of our success. Joining us means becoming
an integral part of our dynamic and innovative work environment that celebrates individuality,
fuels creativity, and empowers proactive initiative. Your skills will not only be recognized but
also nurtured through new opportunities. Embark on the journey of dening the future of
AutoTech engineering with us.
Our Technology Expert
In your role as a Senior Java Developer role you will have an opportunity to closely
collaborate with Marut Singh, an exceptionally accomplished technology leader with a
remarkable career spanning over two decades. Marut is our Chief Technology Ocer (CTO)
and has been playing a pivotal role in propelling the company's growth and success to new
heights.
Marut Singh stands as a trailblazing gure in the industry. His expertise spans an array of
domains, including Automobile, E-commerce, Logistics, Fintech, Algorithmic Trading, and
EdTech.
Maruts visionary leadership remains rmly focused on the ultimate goal: to lead CARS24 to a
global frontier. As our technology leader, you'll have the invaluable opportunity to work
closely with Marut, leveraging his extensive expertise to drive innovation, reshape industry
norms, and contribute to our collective mission of revolutionising the automotive sector.
WHO ARE WE?
Founded in 2015, CARS24 is India-born, global AutoTech company for pre-owned vehicles
with a robust presence in India, Australia, UAE and Thailand. With a consumer-rst approach,
CARS24s mission is to transform the used car industry by digitising the entire journey of
searching, buying, selling, and nancing.
Our commitment to innovation is the driving force behind our success and our tech-rst
mindset is ingrained in our DNA. Whether its evaluation, customer protection policies,
warranties, or just customer support, every bit of the buying and selling journey is seamlessly
managed by the cutting-edge technology that we use.
Company Website: https://www.cars24.com/




OUR FOUNDING TEAM
Vikram Chopra, Co-Founder and CEO
FabFurnish, Sequoia Capital, McKinsey & Company, IIT Bombay
Mehul Agrawal, Co-Founder and COO
FabFurnish, The Boston Consulting Group (BCG), Morgan & Stanley, IIM
Calcutta, St. Xaviers College
For an exclusive insight into the story, rst hand experience of building CARS24 and to hear directly from our founders : Click Here
CARS24 IN THE NEWS
The Economic Times : Cars worth Rs 1,800 crore sold to platform in Apr-Jun: CARS24
CNBC TV18 : Cars24 aims to surpass Rs 3,000 crore loan disbursements target by
year end
ANI News : Indians spend just 3 hours online on average before buying a car: Report
Your Story : Despite risks, CARS24 hits the gas on retail biz with eye on near-term
protability
The Hindu Business Line : Indians splurged 30% more on cars in 2022: Report
Business Standard : SoftBank-backed Cars24 eyes small towns to sell used cars in
India
Join us to lead the change, drive the future, and leave a lasting impact on the AutoTech
industry!","Java, Hibernate, Spring Mvc, Multithreading, Java Architecture, Design Patterns, OOPS, Struts, Spring, JSF, Technical Architecture, J2Ee Architecture"
