Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
PHP Developer _ Govt. Project_Kolkata,Sisl Infotech,0 - 2 years,"50,000-2.75 Lacs P.A.","Kolkata,West Bengal",7 days ago,5,175,"We at SISL are looking for a person having hand on experience in PHP Development for a Government project in Kolkata.

Experience - 0-2 years
Notice Period - Max 15 Days
Skills Required - PHP

Job Description

1. Proven experience as a PHP Developer with at least 1 year of hands-on experience working
with Laravel framework.
2. Strong understanding of PHP coding and principles, with a focus on writing clean, efficient,
and well-organized code.
3. Experience with front-end technologies such as HTML, CSS, JavaScript, and jQuery.
4. Knowledge of MySQL or similar relational databases.
5. Ability to work collaboratively in a team environment, as well as independently with minimal
supervision.
6. Knowledge of REST API development and Angular
7. Excellent problem-solving skills and a proactive attitude towards challenges.

Interested can forward their resume on deepika_sharma@sislinfotech.com","php, Php Laravel, Laravel"
PHP Developer,Binplus Technologies,0 - 2 years,Not Disclosed,Mumbai,30+ days ago,1,827,"We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
Roles and Responsibilities:
Integration of user-facing elements developed by front-end developers Build efficient, testable, and reusable PHP modules Solve complex performance problems and architectural challenges Integration of data storage solutions Developing back-end components connect the application with other web services Assist front-end developers by ensuring their work integrates with the application.
Skills and Qualifications:
Strong knowledge of PHP web frameworks {such as Laravel, Codeignitor etc } Understanding the fully synchronous behavior of PHP Understanding of MVC design patterns Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3 Knowledge of object oriented PHP programming Understanding accessibility and security compliance Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application User authentication and authorization between multiple systems, servers, and
environments Integration of multiple data sources and databases into one system Familiarity with limitations of PHP as a platform and its workarounds Creating database schemas that represent and support business processes Familiarity with MySQL databases and their declarative query languages Proficient understanding of code versioning tools, such as Git","Backend, Front end, GIT, Architecture, MySQL, Javascript, Database, PHP, MVC, CSS3"
PHP Developers,Cognitions Technology,0 - 3 years,Not Disclosed,Pune,30+ days ago,1,1245,"experience with PHP-based Development.
Should have a knowledge of at least one MVC framework.
A good understanding of the MVC paradigm and object oriented programming.
Working knowledge of front end technologies like HTML5, CSS3, and JavaScript/jQuery, AJAX.
Good knowledge of back end technologies like MySQL.
Should be aware with Composer .
Self-motivated and result oriented.
Ability to work under pressure.
Should be aware with coding standards.
Problem solving ability.","jQuery, Front end, Coding, MVC framework, MySQL, Javascript, PHP, Object oriented programming, Ajax, CSS3"
PHP Developer,Levaral Softwares,0 - 3 years,Not Disclosed,Rajkot,30+ days ago,1,335,"  PHP Developer would require to design, develop and maintain the projects of the company
Developer should be able to lead the entire web application development life cycle right from concept stage to delivery and post launch support
Write application code and automated tests according to team adopted practices, disciplines, and quality guidelines
Be knowledgeable of trends and practices in web development. Improve applications and processes, with emphasis on usability, performance, and security
Document the development process, architecture, and standard components
Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as liaison between development staff and project manager
Skills Required
Strong knowledge in PHP is a must, with hands-on experience
Expert in Core PHP and Laravel/Other MVC Frameworks
Expert with HTML, CSS, JavaScript, JQuery, Bootstrap
Experience with JS, React, Vue etc... is an added advantage
Team player, problem solver, able to organize, prioritize the work to deliver task on deadline
Qualification Experience Required
Candidate with post graduate education as in BE (IT/CS/CE), MBA (IT), MCA or MSc IT can apply
Candidate must have minimum 1 year of relevant experience as Developer in an IT industry","Web application development, CSS, jQuery, Architecture, Web development, Javascript, HTML, MVC, bootstrap, Core PHP"
PHP Developer,D Cube Technologies,0 - 1 years,Not Disclosed,Mohali,30+ days ago,1,1209,#NAME?,"jQuery, Web technologies, MySQL, Javascript, HTML, MVC, Core PHP, SQL, Ajax, CSS3"
PHP Developer,Arisen Technologies,0 - 3 years,Not Disclosed,Noida,30+ days ago,1,1580,"Conducting analysis of website and application requirements.
Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance.
Requirements:
BachelorÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs degree in computer science or a similar field.
Knowledge of PHP web frameworks
Understanding of object-oriented PHP programming
Previous experience creating scalable applications.
Proficient with code versioning tools including Git, Mercurial, CVS, and SVN.
Familiarity with SQL/NoSQL databases.
Ability to project manage.
Good problem-solving skills.","CVS, Backend, Front end, GIT, NoSQL, PHP, Troubleshooting, SQL"
PHP Developer,Elxer Communications,0 - 3 years,Not Disclosed,Raipur,30+ days ago,1,524,"Elxer is the topmost Internet Servicer provider in Central India and is headquartered in Raipur CG. We believe in building things from scratch and our Software team plays an integral role in it. All our systems and software are designed proudly in-house, and this autonomy helps us deliver excellent customer experience from an engineering front too.
To strengthen our Software team further, we are looking for a PHP Developer to join our engineering team and help us develop and maintain various software products.
PHP Developer responsibilities include writing and testing code, debugging programs, and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team.
Ultimately, youll build highly responsive applications that align with our business needs.
Responsibilities
Write effective, scalable code
Develop back-end components to improve responsiveness and overall performance
Integrate user-facing elements into applications
Test and debug programs
Improve functionality of existing systems
Implement security and data protection solutions
Assess and prioritize feature requests
Coordinate with internal teams to understand user requirements and provide technical solutions
Requirements
Work experience as a PHP Developer
Expertise in at least one popular PHP framework (such as CodeIgniter, Laravel, or Symfony)
Familiarity with front-end technologies (like JavaScript and HTML5/CSS3)
Critical thinker and problem-solving skills
Team player
Good time-management skills
Great interpersonal and communication skills
Key skills
PHP
Codeigniter
HTML5
CSS3
Javascript
REST API
OOPS","Front end, Symfony, HP data protector, html5, Time management, Debugging, Javascript, PHP, CSS3"
PHP Developer,Prefortune Softweb Solution,0 - 5 years,Not Disclosed,Rajkot,30+ days ago,1,193,"Qualification: MCA / B.E (C.E) or equivalent
Responsibilities:
Work closely with the IT team in completing projects
Perform a mix of maintenance, enhancements, and new development as required
Troubleshoot and fix any issues relating to PHP programs
Ensure smooth operations of web processes and infrastructure
Create scripts to facilitate client systems to meet performance and objectives
Test and develop software for client applications
Create documentation for software created
Utilize source debuggers and write or modify client software
Produce results effectively and within the deadlines set
Requirements:
Proven experience as a PHP developer in a competitive environment
Strong knowledge of PHP& MVC coding and web-based applications
Known with PHP frameworks: CodeIgniter and Larave
Strong knowledge of MYSQL, MongoDB, and PostgreSQL
NodeJS, ReactJS & WordPress knowledge will be an advantage.
Good understanding of website integration and software creation
Excellent verbal and written communication skills
Able to follow clear instructions according to client demands
What you will get
1st and 2nd Saturdays half day
2nd and 4th Saturdays Off
Fun Friday Activities
Flexible working hours
Work-friendly atmosphere
Excellent compensations","Application design, Web technologies, Coding, Postgresql, MySQL, Wordpress, PHP, MongoDB, MVC"
PHP Developer,Ditinus,0 - 1 years,Not Disclosed,Mohali,30+ days ago,1,374,"Excellent working knowledge of Web application development
Advance coding Skills in core PHP and MVC architecture
Good understanding of various Content Managements Systems like wordpress, magento.-
Strong working knowledge of HTML5,CSS,JavaScripts and JQuery.
Also good understanding about javaScript and JQuery customizations and various plugins integration.
Good understanding of MVC frameworks like CodeIgniter, symphony, laravel
Excellent working knowledge of MySQL and MySQLi database
Candidate should be capable of clearing the technical test
Required Experience, Skills and Qualifications
Good communication skills, Innovate bent of mind, Analytical and Problem solving skills are beneficial.
Good knowledge of relational databases and of developing web services.
Good command with Core PHP Development and Advance Php
Strong understanding of data structures and OOPS concepts
SQL / MySQL DB design and Development.","Web application development, jQuery, Coding, Analytical, Wordpress, Javascript, Data structures, MVC, Core PHP, SQL"
PHP Developer,OpenLX Technologies Pvt. Ltd.,0 - 2 years,Not Disclosed,New Delhi,30+ days ago,1,1234,"Visit academic libraries to introduce and promote our collection of journals, books, and research content sourced from various publishers.
Establish and nurture relationships with librarians and academic staff to understand their content requirements and preferences.
Collaborate with publishers to obtain quotes and negotiate pricing for academic content, ensuring competitive and cost-effective offerings.
Develop a deep understanding of our product offerings, including RFID technology, Koha library management, and D-Space digital repository solutions.
Present and demonstrate our supplementary products such as RFID, Koha library management, and D-Space to interested libraries, showcasing their benefits in enhancing library efficiency and user experience.
Keep abreast of industry trends, market developments, and academic library needs to proactively identify potential business opportunities.
Maintain accurate records of interactions, sales activities, and customer feedback.
Collaborate with the marketing team to strategize and execute promotional campaigns targeting academic institutions.
Achieve individual and team sales targets within the designated territory.
Qualifications:
Bachelors degree in a relevant field (Sales, Business etc.).
0-2 years of experience in sales or customer-facing roles.
Strong interpersonal and communication skills to effectively interact with librarians, publishers, and internal teams.
Results-oriented mindset with the ability to work independently and collaboratively.
Familiarity with library management systems, digital repositories, and academic publishing is a plus.
Willingness to travel within the assigned territory to meet clients and attend relevant events.
Proficiency in using CRM software, Office Suite, and other relevant tools.
Benefits:
Competitive base salary with performance-based incentives.
Comprehensive training and professional development opportunities.
Collaborative and supportive work environment.
Opportunity to contribute to the growth and development of educational resources.
Travel allowances and expenses covered for client visits and industry events.","jQuery, MySQL, Javascript, PHP, Perl, Sales Executive, Apache, Ajax, CRM, Python"
PHP Developer Internship,Worddss,No fixed duration,Unpaid,Patna,30+ days ago,1,621,"PHP Developer Internship

Location: Patna - Department: IT

Job Skills : PHP , MySQL , Jquery , Javascript.

Experience : 0 Year

Job Description :Required PHP Developer with sound knowledge in PHP , MySql , Jquery , Javascript and concept in Object Oriented Programming.","jQuery, MySQL, Javascript, PHP, Internship, Object oriented programming"
Php Developer Jobs - Chennai location,VSJ Infotech Pvt Ltd,0 - 5 years,2-3.5 Lacs P.A.,Madurai,10 days ago,4,752,#NAME?,"PHP, Laravel, Core PHP, Wordpress, Yii, Codeigniter"
PHP Developer,Codilar Technologies,0 - 2 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,423,"Develop, test, and maintain PHP-based web applications, ensuring high performance and usability.
Collaborate with cross-functional teams to gather and analyze requirements, and translate them into technical specifications.
Write clean, efficient, and maintainable code following best practices and coding standards.
Troubleshoot and debug application issues, ensuring optimal performance and reliability.
Integrate data from various back-end services and databases, ensuring seamless data flow.
Stay updated with emerging trends and technologies in PHP development, and suggest innovative solutions to improve application performance and user experience.
Conduct thorough testing to identify and fix bugs, ensuring the delivery of high-quality software.
Collaborate with designers to implement visually appealing and user-friendly interfaces.
Ensure proper documentation of code, processes, and projects for future reference.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
Proven experience as a PHP Developer with 2-4 years of hands-on experience.
Strong proficiency in PHP programming, MySQL, HTML, CSS, and JavaScript.
Experience with PHP frameworks such as Laravel, CodeIgniter, or Symfony.
Familiarity with front-end technologies like Vue.js or React is a plus.
Knowledge of version control systems (e.g., Git) and Agile development methodologies.
Strong problem-solving and analytical skills, with a keen attention to detail.
Excellent communication and collaboration abilities.
Ability to work independently as well as in a team environment.",PHP
PHP DEVELOPER,Sixthsense It Solutions,0 - 1 years,Not Disclosed,Indore,30+ days ago,1,631,"Conducting analysis of website and application requirements.
Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance.
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle","Computer science, Backend, HP data protector, MySQL, Web development, PHP, HTML, Agile methodology, SQL, Python"
PHP Developers,9to5 Technologies,0 - 2 years,Not Disclosed,Phagwara,30+ days ago,1,121,"A PHP developer is responsible for writing server-side web application logic
PHP developers usually develop back-end components, connect the application with the other (often third-party) web services, and support the front-end developers by integrating their work with the application","SIDE, Trade, Backend, Front end, Web services, Web application, PHP, HR"
PHP Developer,Liyan It Solution,0 - 5 years,Not Disclosed,Jaipur,30+ days ago,1,509,"We are looking for a Core PHP Developer to work for offshore clients around the world and manage projects effectively.
Key responsibilities :
Core PHP
OOPS
PHP and MySQL programming and debugging
jQuery
Ajax, HTML/CSS, JavaScript coding and development
API Integration into existing systems
Experience with web application frameworks such as Laravel, WordPress, or Express
Qualification :
B.Tech./M.Tech. /BCA/ MCA/ (Any Specialization)
Experience :
At least 0-5 year or more than that.","jQuery, Coding, MySQL, Wordpress, Web development, Debugging, Javascript, PHP, HTML, Ajax"
PHP Developer,Infra Bazaar,0 - 1 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,669,"Conducting analysis of website and application requirements.
Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance.
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle","Unix, C++, Hibernate, Linux, XML, MySQL, Struts, J2Ee, HTML, Ajax"
PHP Developer,Hawkscode,0 - 5 years,Not Disclosed,Remote,30+ days ago,1,1527,"Conducting analysis of website and application requirements.
Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance.
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle",PHP
Pimcore PHP Developer,Zorang,0 - 3 years,Not Disclosed,Gurgaon/Gurugram,21 days ago,1,409,"Develops MDM data model and architecture
Configure MDM tools to perform MDM design as required
3+ years of experience in Pimcore
5+ years of experience in PHP/MySQL
3+ years of experience in MVC (Model-View-Controller) framework
4+ years of experience in Symfony 4.x.
Experience in front-end technologies like HTML, CSS, and Ajax.
Strong experience in design, implementation, and optimization of RDBMS databases, especially MySQL/MariaDB.
In-depth knowledge of MySQL Database.
Data analysis, data standardization, and data cleanup
Command over Object-Oriented PHP programming
Experience with RESTful services
Experience with DevOps (CICD, etc.).
Experience with Git
Skills - Pimcore , PHP , GIT","Data analysis, Front end, Symfony, RDBMS, MySQL, Consulting, PHP, HTML, MVC, Ajax"
PHP Developer,Primecore Solutions,0 - 1 years,Not Disclosed,Hyderabad/Secunderabad,30+ days ago,1,639,"1. PHP 5+, MySQL, wordpress, codeigniter, CSS3, HTML5
2. Shall be able to deliver advance PHP development solutions for powerful website application development using Codeigniter.
3. Should have some working knowledge using linux Environment and using the XAMP,WAMP servers.
4. Should have knowledge Application hosting, domain mapping, Sub domain creation etc.,","SUB, Web technologies, Linux, WAMP, html5, MySQL, Wordpress, PHP, Application development, CSS3"
PHP Developer,Pearl Like Technology,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,600,"Job Description :
We are (Pearl Like Technology) seeking a creative, talented & knowledgeable PHP web Developer in Indore. Candidate must have the basic knowledge of OOPs, JavaScript, Database, MVC, PHP, MYSQL, Jquery, Ajax, Strong knowledge of HTML, CSS and XML.
Excellent Communication skills

Good with problem solving and analytical skill

Self starter and effective team player","html css, php mysql, css, analytical, problem solving, team player, ajax, javascript, jquery, web, xml, php, excellent communication skills, developer, mvc"
PHP Developer,Cotech Innovations,0 - 4 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,668,"We are looking for a dedicated PHP Developer who loves to work with an amazing team and is passionate for developing quality code.
Responsibilities and Duties
Looking for PHP Web Developer to work independently on multiple projects
Should be an expert at converting designs into efficient, usable interfaces
Should be an expert in responsive design/development and mobile-web best practices
Should have good hands on experience in PHP development
Good Knowledge in CMS platforms and working
Knowledge on cross-browser testing
Knowledge on My SQL
Knowledge of Angular, Docker, Node js and Mongodb
Working knowledge of Agile methodologies and sprints
Knowledge of various tools and metrics (Jira, trello , other project management systems)
Required Experience, Skills and Qualifications
HTML5, CSS3, Javascript, JQuery, Angular JS, Bootstrap
PHP, MySQL
Codeigniter/ CakePHP / Zend
Magento/Wordpress
Restful APIs
Demonstrates ability to learn new technologies quickly
Understand requirements to create wireframes
Translate designs and wireframes into a web application
Problem solving and debugging skills
Collaborate with cross-functional teams to define, design, and ship new features","jQuery, Project management, Wordpress, Debugging, CMS, Agile, PHP, CakePHP, Zend, CSS3"
Php Developer,ORYON,3 - 8 years,5-10 Lacs P.A.,"Madurai,Tamil Nadu",6 days ago,11,162,"Note : Recruitment for the organization : ORYON
Website : www.oryon.in

Job Summary
We are in search of a highly skilled and experienced Senior PHP Developer with expertise in Laravel and the CodeIgniter Framework. As a Senior PHP Developer, your primary role will involve spearheading the development of robust and scalable web applications and solutions for our clients. Your profound knowledge of PHP, coupled with your mastery of the Laravel and CodeIgniter frameworks, will prove instrumental in delivering top-notch projects and fostering technical excellence within our development team.

Responsibilities
Collaborate with cross-functional teams, including Project Managers, Designers, and Front-end Developers, to comprehend project requirements and deliver innovative solutions.
Design, develop, and maintain efficient, reusable, and reliable PHP code utilizing the Laravel and CodeIgniter Framework.
Lead the entire software development lifecycle, from concept to deployment, ensuring that projects are completed within the specified timeline and budget.
Conduct code reviews and offer constructive feedback to junior developers, ensuring code quality and best practices are upheld.
Optimize application performance, troubleshoot issues, and implement solutions to enhance overall system efficiency.
Develop and integrate RESTful APIs and third-party APIs to facilitate seamless data exchange between applications.
Stay current with industry trends and emerging technologies, proactively suggesting new ideas and improvements to enhance the development process.
Collaborate with the QA team to conduct thorough testing, identify bugs, and guarantee the delivery of bug-free and user-friendly applications.
Mentor and guide junior developers, sharing your knowledge and expertise to nurture their professional growth.
Create technical documentation for projects, including system architecture, design patterns, and guidelines, to facilitate project understanding and future maintenance.
Continuously evaluate and adopt the latest tools, frameworks, and libraries to enhance development efficiency and remain at the forefront of the technology landscape.
Develop reusable, effective, and scalable PHP code.
Integrate payment gateways for e-commerce portals.
Manage multiple projects concurrently, effectively prioritizing tasks to meet project deadlines.

Requirements
A minimum of 3 years of professional and relevant experience as a PHP Developer, with a strong focus on Laravel and the CodeIgniter Framework.
Proven experience in developing and deploying complex web applications using PHP, RESTful Api, MySQL, HTML, CSS, JavaScript, and AJAX.
Strong proficiency in API development and RESTful services.
Extensive knowledge of Laravel and the CodeIgniter Frameworks, along with proficiency in working with third-party libraries and APIs.
Experience with Postman or similar API testing tools.
Proficiency in database management and optimization (SQL and NoSQL).
A solid understanding of object-oriented programming (OOP) and design patterns.
Experience in designing and working with relational databases and crafting optimized SQL queries.
Familiarity with version control systems like Git for collaborative development.
Strong problem-solving skills and the ability to think creatively to devise effective solutions.
Excellent communication and interpersonal skills to collaborate effectively with teams and clients.
Proficiency in leading and directing a team.
A proven track record of leading and delivering successful web projects on time and within budget.
The ability to work independently, prioritize tasks, and manage multiple projects concurrently.
Strong attention to detail and a dedication to writing clean and maintainable code.
Familiarity with project management tools such as Jira, Trello, Asana, and others is a plus.
Experience with other PHP frameworks and Content Management Systems (CMS) is a plus.","Laravel, Codeigniter, Rest Api Development, Database Management, PHP, Postgresql, Documentation, Api Integration, Web Application Development, Database Tuning, Backend Development, Application Development, Software Development, Postman Api, MySQL, MongoDB, Rest Api Services, Core PHP"
PHP Developer,Pearl Like Technology,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,431,"We are (Pearl Like Technology) seeking a creative, talented & knowledgeable PHP web Developer in Indore. Candidate must have the basic knowledge of OOPs, JavaScript, Database, MVC, PHP, MYSQL, Jquery, Ajax, Strong knowledge of HTML, CSS and XML.
Excellent Communication skills
Good with problem solving and analytical skill
Self starter and effective team player
Education: UG B. E. (CS/ IT),
PG MCA, M. Tech (CS)","css, OOPS, HTML, jQuery, web, XML, Analytical, MySQL, Javascript, PHP, developer, MVC, Ajax"
PHP Developer,Pearl Like Technology,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,337,"We are (Pearl Like Technology) seeking a creative, talented & knowledgeable PHP web Developer in Indore. Candidate must have the basic knowledge of OOPs, JavaScript, Database, MVC, PHP, MYSQL, Jquery, Ajax, Strong knowledge of HTML, CSS and XML.

Excellent Communication skills

Good with problem solving and analytical skill

Self starter and effective team player","html css, php mysql, css, analytical, excellent, team player, ajax, javascript, jquery, web, xml, php, developer, mvc"
PHP DEVELOPER,Excellence Technologies Pvt. Ltd.,0 - 1 years,Not Disclosed,Noida,30+ days ago,1,3040,"This opening is only for candidates from 0 to 6 months of experience.
Good Knowledge in PHP, MySQL, CSS, HTML and Jquery is required.
Should have basic/advanced knowledge of Javascript, Ajax, Jquery.
Candidate should have worked on technologies like PHP, Javascript (both frontend and backend)
 ","Css, Web Developer, Mysql, Javascript, Html, Jquery, Php Developer"
PHP Developer,Creative Point,0 - 1 years,Not Disclosed,Coimbatore,30+ days ago,1,1768,"Key Skills : PHP, Mysql, CSS, HTML, Jquery, Bootstrap
We need a web developer who will have ability to archive all the PHP task easily.
Candidate must have minimum 1 year experience in this field.
Candidate must have following skills:
PHP,
CodeIgniter WordPress","CSS, jQuery, Web technologies, MySQL, Wordpress, Web development, PHP, HTML, Archiving, bootstrap"
PHP Developer,Mplussoft,0 - 1 years,Not Disclosed,Pune,30+ days ago,1,1009,"  Development of rich applications using Core Php, , MySQL, HTML5, CSS, Javascript, JQuery and Ajax.
Responsible for management and resolution of all issues identified by engaging both business and development groups.
Assist in developing and maintaining departmental documentation.
Maintain knowledge of latest web standards and technologies and apply in project as required.
Attend client and internal meetings on development timelines, product questions, lessons learned, etc.
Strong problem solving and analytical skills as well as you will be handling the projects with team as well as independently.
Extensive knowledge of Framework is required.
Strong leadership abilities and strategic management skills.
Thorough knowledge of Commercial Lending and relation to industry.
Strong documentation and presentation skills.
Skills
Senior PHP developer with strong technical.
Experience in framework (Codeigniter and Laravel).
The ideal candidate should possess excellent technical knowledge and manage a team, self-motivated, able to work in a fast paced and agile development environment.
Development of rich applications using Core Php, MySQL, HTML5, CSS, Javascript, JQuery and Ajax.
Responsible for management and resolution of all issues identified by engaging both business and development groups.
Assist in developing and maintaining departmental documentation.
Maintain knowledge of latest web standards and technologies and apply in project as required.
Attend client and internal meetings on development timelines, product questions, lessons learned, etc.
Strong problem solving and analytical skills as well as you will be handling the projects with team as well as independently.
Extensive knowledge of Joomla is required.
Strong leadership abilities and strategic management skills.
Thorough knowledge of Commercial Lending and relation to industry.
Strong documentation and presentation skills","Strategic management, Analytical skills, jQuery, Web technologies, MySQL, Javascript, Joomla, commercial lending, Core PHP, Ajax"
PHP Developer,Green Apples TechSystems Pvt. Ltd.,0 - 2 years,Not Disclosed,Kanpur,30+ days ago,1,623,"We are looking for talented PHP/ LAMP web developers to build web enabled applications. These individuals will be working on design, coding and testing of the WebApp and ideal candidates will have a can- do attitude, passion for technology, extensive PHP5/ MySQL development experience and will be able to get up to speed quickly.

PHP5 - Candidate should be a top- notch PHP5 developer, familiar with the latest features in PHP 5.2.X and 5.3.X.

MySQL - Modern database development expertise, words like 'trigger' and 'view' should be part of your vocabulary.

XHTML/ CSS/ Javascript/ AJAX - Expert level Javascript/ XHTML/ CSS development will be necessary. jQuery experience preferred.

Object Oriented Development / CS Background - Ideal candidates should understand object oriented development, and apply OO concepts to everything they do. Formal CS background or experience preferred.

Strong understanding of Software Development Life Cycle.

BE/ BTech/ MCA  Computer Science Graduate/ Post- Graduate

Self- Starter - Looking for candidates who can jump in quickly without a lot of direction.","development, css, software, level, testing, mca, Business Executive, Computer science, database, jQuery, Coding, web, MySQL, Javascript, Software development life cycle, PHP, XHTML, Ajax"
PHP DEVELOPERS,Mxicoders Pvt. Ltd,0 - 3 years,Not Disclosed,Ahmedabad,30+ days ago,1,298,"Mxicoders is looking for talented Sr. PHP Developer that possesses expert level experience in PHP. If you are skilled talented who can think out of box, please read below, or JUST IGNORE


Works independently with little direct supervision or review.

Ability in requirements analysis, technical design, coding, testing and implementation.

Guide to team members regarding potential performance and usability issues with software specifications and implementation.

self innovative in planning, evaluation, installation, implementation, communication, and client training for new technology and enhancements.

Must proficient in PHP , MYSQL , AJAX , JQUERY , AngularJS , HTML5, CSS , JS, Programing frameworks ( CI , Laravel , Symphony , CakePHP etc ) & Opensources ( Magento , Wordpress , Joomla etc ) .

Experience in SVN , GITHUB and API implementations","cakephp, php mysql, css, technical, software, wordpress, level, testing, joomla, ajax, jquery, coding, usability, php, mysql, developer, api, angularjs, magento"
Php Developer,Myriad Solutionz,0 - 2 years,Not Disclosed,Ahmedabad,30+ days ago,1,314,"Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX, PHP etc.
Must have implemented in at least three to five custom developed projects in CMS like WordPress, Joomla or Magento
Experience in any framework like Symfony, Laravel, CakePHP, CodeIgniter will be beneficial.
Strong working knowledge of JavaScript and JQuery.
Hands-on experience working on functions and writing complex SQL.
MVC framework experience will be beneficial.
Ability to design and build web services, and integrations with third parties through API.
Able to not only implement but also innovate and suggest improvements (both process and code).
Can work with tight yet realistic deadlines.
Sense of ownership willingness to stretch the extra bit whenever needed.
Should have experience with Continuous Integration and Test Driven Development.
Desperate to meet deadlines of projects and keen to deliver the project on time.
Dedicated to his work and honest for his organization.
Highly Cooperative with other Team Members.
Need a Long Term Working Commitment.
Roles Responsibilities:
As a Web Developer, you ll be involved in building awesome websites and applications that not only provide great user experience, but also fast to load and well structured. Project tasks are varied including E commerce development Payment Gateway Integration Referral management system CRM systems Various web development related activities","jQuery, Wordpress, Javascript, CMS, PHP, HTML, Joomla, SQL, Ajax, CRM"
PHP Developer,Mother Software And Technology Services,0 - 3 years,Not Disclosed,Tiruchirapalli/Trichy,30+ days ago,1,484,"We are looking to hire a talented PHP developer to manage our back-end services and ensure a seamless interchange of data between the server and our users. As a PHP developer, you will be responsible for developing and coding all server-side logic.
You will also be required to maintain the central database and respond to requests from front-end developers.
To ensure success as a PHP developer, you should have in-depth knowledge of object-oriented PHP programming, understanding of MVC designs, and working knowledge of front-end technologies including HTML5, JavaScript, and CSS3.
Ultimately, a top-level PHP Developer can design and build efficient PHP modules while seamlessly integrating front-end technologies.
PHP Developer Requirements:
Project Role : Junior PHP Developer
Project Role Description : Design, build and configure applications to meet business process and application requirements.
Work Experience : 0 - 3 Years
Work Location : Trichy
Must Have Skills : HTML , CSS , JAVASCRIPT , JQUERY , BOOTSTRAP , AJAX , JSON , PHP , MYSQL
Optional Skills : ANGULAR , LARAVEL , CODEIGNITER , WORDPRESS , CAKE PHP,ZEND (Any one)
PHP Developer Responsibilities:
Bachelor s degree in computer science or a similar field.
Knowledge of PHP web frameworks including Yii, Laravel, and CodeIgniter.
Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
Understanding of object-oriented PHP programming.
Proficient with code versioning tools including Git, Mercurial, CVS, and SVN
Familiarity with SQL/MYSQL databases.
Ability to project manage.
Good problem-solving skills.","jQuery, Coding, MySQL, Wordpress, Javascript, PHP, HTML, MVC, SQL, Ajax"
