Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Senior Software Engineer - AI/ML Data Engineer,Delivery Solutions,3 - 7 years,Not Disclosed,Kolkata,30+ days ago,1,504,"Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Must have:
3 years of experience working as AI/ML or Data Engineer
Should have demonstrable experience of setting up the E2E AI/ML system process.
Familiarity with Python (Numpy, Pandas), NodeJS/JS
Experience working with ML algorithms such as Supervised/unsupervised learning algorithms
Experience working with AWS Sagemaker
Nice to have:
Experience with data Visualization tools such as Power BI, Tableau
Familiarity with R & other data analytics tools.","github, tableau, Statistical analysis, data science, Machine learning, power bi, Data analytics, data visualization, AWS, Python"
FSI Leader,SAS Institute of Management,15 - 18 years,Not Disclosed,Kolkata,30+ days ago,1,82,"Experience of around 15- 18 years leading Data Science teams in Indian Pvt. Banking sector
Experience on Advanced AI, ML, Statistical, Cognitive computing skills is good to have.
Experience with Digital Transformation initiatives across departments within Banks is a good to have.
Demonstrate analytical leadership in developing and positioning apt solutions to Banking Customers
Strategizing with sales team on the Go-To-Market for Banking Industry and building the Sales Pipeline.
Set objectives for customer meetings, understanding how this activity relates to overall sales plans and providing functional solution leadership for sales opportunities
Should be able to explore and design creative new approaches to solving real business problems in the banking industry and be able to collaborate with different SAS teams to build those assets and carry them to end customers alongside Sales and build customer mindshare (should be able to position ideas and win C-Level mindshare)
Lead functional assessments to understand and solution requirements across various business units with specific focus on possible usage and application of Data, Analytics & AI/ML within those business units
Provides direct Banking business domain sales support through sales calls, customer visits and presentations contributing to new revenue generation
Develops and maintains relationships with partners, key consultancies, and system integrators to establish focused and effective strategic teaming arrangements
Supports thought leadership activities including articles, whitepapers, blogs, speaking engagements and involvement with key industry organizations, analysts, Big 4 consultancy firms, etc
Coordinates with other SAS resources from presales, services and other departments to help define SAS position regarding these trends and issues, then aligns SAS position based on business unit and market requirements
Required to travel on a frequent basis within India","Usage, SAS, data science, Bfsi, Analytical, Presales, Data analytics, Revenue generation, digital transformation, Sales support"
Data Scientist / Visualizer,Axis My India,4 - 5 years,Not Disclosed,Mumbai,30+ days ago,1,292,"You would be the person who is adept at understanding various analytics and visualization approaches. You would drive data analytics from the customer viewpoint.
Roles and Responsibilities:
Help researcher in identifying information areas required to meet project objectives.
Identify analytics / data science constructs which could be used for the project to distil insights
Perform data analytics / visualization and share the same with the research.
Desired Candidate Profile:
Data scientist with good academic background good in maths.
Around 4-5 years experience in research organizations / departments in the position of data visualizer / interpreter.
Knowledge of various data visualization tools like PowerBI, Tableau, Python, R etc.
Should be adept at data understanding and analysis.
Should be self-motivated to mine for insights from the data.
Should be able to work with multiple databases to corroborate / supplement findings","tableau, data science, Data analytics, data visualization, Research, Business intelligence, Advertising, Forecasting, Python"
Data Scientist,Verolt Engineering,4 - 9 years,Not Disclosed,Pune,30+ days ago,1,457,"To work on data science applications in automotive and/or renewable energy domains
To provide quality solutions to the customer problems, using data engineering methodologies
To ideate and develop end user/domain centric use cases using the data analysis
Conducting big data analytics using Python and SQL and developing domain centric use cases in automotive and renewable energy domains
Run pre-defined ETL pipelines and work together with Software Engineers on implementing and improving ETL pipelines; Interpret, reflect, and report on the results
Develop and improve new tools using cutting edge technology focusing on efficiency and automation by collaborating with colleagues from science, engineering, and business backgrounds
Work in automotive and renewable energy domains
Essential Skills and Capabilities:
Experience in Python (mainly Pandas/NumPy) & SQL
Experience working with relational data bases
Experience working with Docker and/or Kubernetes
Expertise in using AWS cloud services (EC2 & S3) & developing cloud agnostic applications
Experience working in Git
Desired Skills and Capabilities:
Good knowledge of application of data analytics in automotive / renewable energy domains
Passion for innovation and sound understanding of data science applications
Result oriented, logical thinker and self-driven
Excellent Learning skills, positive attitude, pro-active personality, team player","Automation, Data analysis, GIT, Renewable energy, data science, big data analytics, Data analytics, Automotive, SQL, Python"
Analytics / Data Scientist - Lead,Paramount HR,7 - 11 years,Not Disclosed,Gurgaon/Gurugram,17 days ago,1,368,"The Client is a world class name in Data Sci consulting & Analytics Product with existence across the globe. A career in Consulting is varied and stimulating because each project presents a new challenge and will give you exposure to new clients, business issues, technologies and people. We need people who are able to challenge conventional thought, offer unique perspectives and conceive more innovative solutions for our clients.
Position objective
Resourceful and motivated individual for leading the Strategic Analytics team. This team leads the initiative to harness customer data in addressing strategic issues that materially impact our clients business. The primary responsibility for the role is conducting statistical analyses in support of our marketing and strategic initiatives. The successful candidate will have strong consultative skills in addition to quantitative ability. As well as also be exposed to the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise ratios, high variance and multiple objective functions. Requires being creative and resourceful and we will utilize traditional statistical methodologies as well as newer techniques from computational statistics and data mining.
Duties and Responsibilities:
ÃÂ Owning and executing distinct work streams within larger analytics engagement
ÃÂ Delivering insights based on complex data analysis, within relevant verticals (insurance, health care, banking, etc.)
ÃÂ Hands on experience in data manipulation skills in SQL or Python
ÃÂ Experience in exploratory data analysis and feature engineering
ÃÂ Must have strong capabilities in problem solving, managing own work diligently, thoroughly documenting own work, succinctly communicating analysis process and outcomes, as well as effectively working with clients
ÃÂ Basic understanding of at least one business area and its components (Healthcare, Insurance, Banking, Telecommunications, Logistics)
ÃÂ Familiarity with / Exposure on cloud engineering (preferred)
ÃÂ Ability to translate technical information to non-technical stakeholders and vice versa
ÃÂ Strong verbal and written communications skills
ÃÂ Actively seeks information to clarify customer needs to deliver better experience
ÃÂ Acts promptly to ensure customer needs are fulfilled
ÃÂ Develop statistical models to support marketing efforts, such as customer segmentation, acquisition and retention
ÃÂ Develop statistical testing programs to measure and improve on-going performance of marketing campaigns
ÃÂ Apply appropriate techniques, such as exploratory data analysis, regression, bootstrapping, trees, cluster analysis, survival analysis and so on
ÃÂ Develop and articulate strategic recommendations based on rigorous data analysis
ÃÂ Partner with Marketing and Finance to understand business problems and marketing strategies
ÃÂ Partner with IT to implement models and tests
Supervisory Responsibilities only for Senior Experience level :
ÃÂ Manage a team of analytics resources to ensure that deliverables are met with quality and in a timely fashion.
ÃÂ Performance management of the team
ÃÂ Adhere to client SLAs
ÃÂ Experience in quantitative analysis in a business setting, including building statistical models
Generic Requirements for all levels :
ÃÂ Prefer pple with quant background
ÃÂ Should have consulting skills/ project management experience
ÃÂ Strong ability to extract strategic insights from large data sets
ÃÂ Desire and ability to collaborate with business partners
Technical Skills for all levels :
ÃÂ Python or Machine learning or NLP or text analytics exper
ÃÂ Proficient in SQL
ÃÂ Good to have visualization exper in qlikview / tableau
ÃÂ Exceptional leadership and communication skills across a wide range of stakeholders
ÃÂ Ability to work cohesively in a team environment while balancing multiple priorities
ÃÂ High level of attention to detail, resilience, enthusiasm, energy and drive
ÃÂ Positive, can-do attitude focused on continuous improvement
ÃÂ Ability to take feedback and constructive criticism to drive improved delivery
ÃÂ Rigorous ability to solve complex analytical problems, optimise environments and communication with stakeholders
ÃÂ Excellent management, co-ordination and communication skills
ÃÂ
A deep understanding of the technical tools used in analytical domain is required as the bases for development of analytical products, as such the following core understandings are required:
ÃÂ Practical experience in SQL, python, and advanced excel in the context of data exploration and manipulation.
ÃÂ Knowledge of data science and solution architecture on the cloud -Azure cloud (preferred)
ÃÂ Knowledge of cloud technologies such as data bricks, azure studio, data factory, etc. (preferred)
ÃÂ Understanding of data science in patient health management, provider profiling, healthcare reporting, and other key healthcare technologies etc. is beneficial but not required
ÃÂ Understanding of data science in fraud, operations, lifestyle, behavioural environment is beneficial but not required
ÃÂ Systems administration skills a plus

Other Facts & requirements:
ÃÂ Excellent communication & analytical ability
ÃÂ Problem solving skills
ÃÂ People mgmt, proactive, presentation skills
ÃÂ Strong & clear thought process.","Data science, NLP, Data modeling, marketing analytics, Machine learning, Data analytics, risk analytics, SQL"
Associate Manager - Lead Data Engineer,Tredence,4 - 7 years,Not Disclosed,Pune,30+ days ago,1,21,"Engages with Leadership of Tredence s clients to identify critical business problems, define the need for data engineering solutions and build strategy and roadmap
S/he possesses a wide exposure to complete lifecycle of data starting from creation to consumption
S/he has in the past built repeatable tools / data-models to solve specific business problems
S/he should have hand-on experience of having worked on projects (either as a consultant or with in a company) that needed them to -
Implement and enhance data warehouses or data lakes.
Should have perspective on newer ways of solving business problems. E.g. external data, innovative techniques, newer technology
S/he must have a solution creation mindset. Ability to design and enhance scalable data platforms to address the business need
Working experience on data engineering tool for one or more cloud platforms -Snowflake, AWS/Azure/GCP
Engage with technology teams from Tredence and Clients to create last mile connectivity of the solutions -
Should have experience of working with technology teams","advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Manager Technology, Data analytics, data visualization, Data mining"
Business Marketing Executive,Astrotech India,1 - 6 years,Not Disclosed,Nagpur,30+ days ago,1,169,"Demonstrating and presenting products to Clients.
Contributing to the development of marketing strategies.
Conducting market research on rival products.
Designing and implementing marketing plans for company products.
Working with the sales team to develop targeted sales strategies.
Answering client queries about product specifications and uses.
Maintaining client relations.
Tracking sales data to ensure the company meets sales quotas.
Creating and presenting sales performance reports.
Requirements:
Bachelors degree in marketing, business, or related field.
Proven work experience as a sales and marketing executive.
Experience in IT Sales/ Software Sales added advantage.
Knowledge of modern marketing techniques.
High-level communication and networking skills.
A passion for sales.
Understanding of commercial trends and marketing strategies.
Good project management skills.
Excellent interpersonal skills.
Ability to work well under pressure.
Field work Job.
Knowledge of productivity tools and softwares.
Can manage local travel using own transportation will be a plus.
Qualifications:
Degree/ MBA
Bachelors (Preferred)
Experience:
Software Sales & Marketing: 1 year (Preferred)
Lead generation: 1 year (Preferred)
Total work: 1 year
Marketing: 1 year","Lead generation, Executive Sales & Marketing, Networking, Project management, Software sales, Market research, PHP, Developing marketing strategies, Data analytics, Search engine optimization"
NLP Developer,Busigence Technologies,0 - 2 years,Not Disclosed,Remote,30+ days ago,1,270,"Requirements
This is an immediate requirement. We shall have an accelerated interview process for fast closure - you would required to be proactive and responsive

Remote position (work-from-anywhere)
Immediate joiners must apply
NLP Experienced - course / competitions / internships / job (
Competitive compensation
MUST HAVE
1. Code in Python3 - Numpy
2.Code in Python3 - Pandas
3.Code in Python3 - Scikit Learn
4. Code in Python3 - SpaCy 3
5.Code in Python3 - TensorFlow 2
6. Code in Python3 - PyTorch 1.5
7.Developed deep learning models on real-world problems involving processing text and speech
We are offering one of the most challenging exciting work on Language Processing Pipelines. You shall be working on sophisticated platforms, products and applications


We are looking for developer with real passion for natural language processing. This is a specialist and individual contributor role. Product development experience preferably at a startup or a lean team is desired

Mandatory
1. Fetching unstructured data (text, audio, logs) from data sources (databases, filesystems, APIs, streams etc.)
2. Prepare data through frameworks including NLTK, SpaCy, Gensim, Librosa etc.
3. Writing complex deep learning models in TensorFlow/PyTorch for classification, regression, clustering, association, anomaly detection, structured output
4. Worked extensively on deep neural networks - CNNs, RNNs, MLPs, DBNs, RBMs, Autoencoders
5. Worked on word vectors and word embeddings

Preferred
1. Functional programming in Python on vinaigrette map-reduce lambda paradigm
2. Worked on development of data platform
3. Worked on Scikit-learn, PyTorch, Keras
4. Implemented BERT on context-based language processing
5. Implemented attention mechanism on transformers","deep learning, data science, Artificial Intelligence, Machine learning, HTTP, Natural language processing, Data analytics, Business intelligence, big data, Python"
Technical Project Manager,HyreFox Consultants Pvt Ltd,8 - 12 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,215,"Proven experience in technical delivery of solutions in Data science/Machine Learning/Data Analytics space
Experience in Retail industry(Nice to Have)
Lead the implementation of program initiatives in partnership with technology and business teams
Hands-on technical program management experience, preferably with large high-visibility programs Safe Agile
Proactive, strong leadership, sound judgement, critical thinking, and decision-making skills
Demonstrated experience of technology tools such as Jira, Confluence, Smartsheets, ServiceNow, Microsoft Teams, and Microsoft SharePoint
Drive alignment across projects to successfully achieve established business objectives and goals
Champion program management best practices and processes
Oversee program roadmaps, governance, and resources to ensure optimal results
Anticipate risks and issues, create mitigation plans
Organize and facilitate cross-function/project alignment with all applicable stakeholders to accomplish common goals
Establish and manage change management, communication plans and reporting plans for leadership and stakeholders.
Effectively manage and communicate cross project impacts and interdependencies","Change management, Microsoft Sharepoint, data science, Manager Program Management, Machine learning, Agile, Manager Technology, Data analytics, Management, JIRA"
Data Officer,Staffice Global,15 - 20 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,24,"Data Office
Good in Data Analytics
Should be in Data Science Background
Algorithms Applications
Machine Intelligence, Machine Learning
Business Overview experience
Working along with Business Lead CXO
Required Skills
Good in Data Analytics, Business Overview experience, Machine Learning, Machine Intelligence, Algorithms Applications, Should be in Data Science Background, Data Office","POP, Networking, data science, Machine learning, Data analytics, cxo, Business Lead"
Digital marketing / SEO Executive,Primohunt Corporate,4 - 9 years,Not Disclosed,Pune,30+ days ago,1,52,"SEO / SEM
Content marketing
Influner marketing
Social media marketing
Data driven Marketing
Social media Optimization marketing
Email Divert marketing
Data Analytics tools
Pay Per Click Tools","Social media marketing, SEM, Data analytics, content marketing, SEO, Digital marketing, SEO Executive, Search engine optimization, Social media optimization"
Data Analytics,Business Television India,5 - 10 years,Not Disclosed,Mumbai,30+ days ago,1,412,"A Bachelor s degree (or above) preferably with combined studies in Information Systems and Finance, or related business and STEM fields or relevant experience in Finance Technology, and the ability to join a training class in 2022
A demonstrated interest in financial markets and technology along with the aspiration to work in the financial/fintech services industry (example: course of degree or work/internship experience or extracurricular activities)
Proficiency in Python, SQL or R, demonstrated through school projects or work experience
Understanding and experience of Statistics, or Data Modelling, or Data Analysis
Stakeholder management exposure through school or work/internship
Eagerness to learn and collaborate with teams across regions and products
Solid attention to detail and experience in problem solving through school/work/internship
Ability to think creatively and provide solutions which improves process efficiency
Resilience to learn and adapt quickly in a dynamic fast-paced environment
Ability to communicate effectively and articulate thought process clearly
Business proficiency and fluency in English to manage respective clients
We d love to see:
Exposure to Bloomberg products such as the Professional Service
A master s degree in Finance, Economics, or Data Analytics
Up to 5 years of relevant work experience
Project management skills and/or experience
Familiarity with Data Science and/or Machine Learning
Experience using data visualization tools such as Tableau or QlikSense","Data Science, R, Customer Service, Project Management, Finance, Data Analysis, Financial Markets, Data Analytics, Machine Learning, Python"
Data Analyst,Sure Solution,3 - 8 years,10-12 Lacs P.A.,Mumbai,23 days ago,1,2628,"1. Manage the Data Warehouse in MS SQL Server, ensuring data integrity and quality.
2. Understand the needs and provide insights through data analysis.
2. Develop and maintain reports in Power BI
3. Create advanced visualizations using Python and D3","Power Bi, Data Analyst, SQL, Python, Data Anlalytics, Data Validation, Data Management, Data Maintenance, Data Mining, Data Extraction, MIS Reporting, d3, Data Science, MIS, Mis Analysis, Data Analysis, SQL Database, Data Visualization, Data Analytics, Python Development"
Social Media Marketer,Nangalia Ruchira,1 - 2 years,2-3.25 Lacs P.A.,"Jaipur,Rajasthan",1 day ago,1,Less than 10,"We are seeking a motivated Social Media Marketer to effectively engage with targeted virtual communities and network users.

Role & responsibilities :

Candidate should know the techniques of posting on instagram for good reach.
Manage content received from all sources
Make interesting reels
Post on other social media platforms like Pinterest,Youtube,Facebook including instagram.
Create valuable content for the brand for social media
Coordinate with influencers for collaborations.


Preferred candidate profile :
Candidate who are from Fashion Designing background will be preferred
Knowledge of online marketing and good understanding of major marketing channels
Positive attitude, detail and customer oriented with good multitasking and organizational ability
Fluency in English language","Social Media, Social Media Marketing, Search Engine Marketing, Social Media Optimization, Content Creation, Content Marketing, Instagram, Twitter, Facebook, Content Strategy"
Python Developer,Technoloader,1 - 3 years,Not Disclosed,Jaipur,2 days ago,,209,"Job Overview
We are looking for a talented and passionate Python Developer to join our team at Technoloader Pvt Ltd. As a Python Developer, you will be responsible for developing and maintaining high-quality Python applications and ensuring their performance, responsiveness, and security. You will collaborate with cross-functional teams to design, develop, and implement software solutions that meet customer requirements.
Roles and Responsibilities
ÃÂ Developing high-quality software solutions using Python programming language
ÃÂ Collaborating with cross-functional teams to understand customer requirements and design appropriate solutions
ÃÂ Writing well-designed, efficient, and reusable code
ÃÂ Performing unit testing and debugging to ensure application reliability and stability
ÃÂ Participating in code reviews to maintain code quality and enhance team collaboration
ÃÂ Improving existing software by identifying and implementing new technologies and best practices
ÃÂ Troubleshooting and resolving software defects and issues
ÃÂ Providing technical support to clients and assisting with application deployment
ÃÂ Maintaining documentation for software development and enhancements
ÃÂ Staying updated with the latest industry trends, technologies, and frameworks related to Python development","Python Programming, Python Frameworks, Python Development, Python Scripting, Python Web Developer, Backend Development, Python Application Development, Data Science, Django, Frontend Development, Python Software Engineer, Full Stack Python Developer, Flask"
Data Analytics Manager,HCAH,5 - 9 years,Not Disclosed,Mumbai (All Areas),30+ days ago,1,116,"Data Analytics of the given data for Pharma Industry.
Need people who have experience in data analytics of Indian Data.
pls share your cv on snigdha.panwar@hcah.in","Data Analytics, Data Science, Data Management"
Python Data science Trainer- TGC New Delhi,TGC,2 - 5 years,Not Disclosed,"New Delhi( Preet Vihar, South Extension )",30+ days ago,2,1692,"1. Conduct Classroom and Online training sessions by providing practical use cases and assignments.
2. Good Understanding of Python, Data Science, Machine Learning, AI technologies.
3. Prior training experience will be preferred.","python, Machine Learning, Data Science, R language, Power Bi, Natural Language Processing, Neural Networks, Advanced Excel, Tableau, Numpy, SQL, Pandas, Data Visualization, Data Analytics, Computer Vision, Artificial intelligence"
Hiring PPC Expert/Manager (Travel Industry) in Delhi,Sharda Consultancy Services,3 - 8 years,8-18 Lacs P.A.,"Noida,Uttar Pradesh",20 days ago,1,392,"Create and optimized ad campaigns and search landing pages .

Handle PPC accounts independently - keyword research, Landing Page planning, design and optimization, budget planning, performance review, and optimization.

Call Ruchika @9650997623
.

Required Candidate profile
3-8 Years of relevant experience in Travel industry
PPC running google campaign exp mandate

Strong keyword research skills.
Ability to write compelling, clear, and concise search ad copies.","Travel Agency, Ppc Campaigns, PPC Expert, PPC, Google Analytics, Time Management, Campaigns, Pay Per Click, Creativity, Competitor Analysis, AdWords, Travel Process, Search Engine Marketing, Data Analytics, Comminication"
It Trainer,Itvedant Education Pvt Ltd,0 - 3 years,3-7.5 Lacs P.A.,Hyderabad/Secunderabad,22 days ago,3,438,"Itvedant is seeking experienced IT Trainers with a minimum of 1 year of experience in Python (Django), AWS, Data Science(Machine learning, Deep Learning, Natural Language Processing, Computer Vision) and Data Analytics.

Required Candidate profile
Immediate Joiner
Communication skills
Teaching skills
Ready to work from office

Share resume on prajakta.jagdale@itvedant.com

Perks and benefits
Interent Reimbursement
Paid off
PF","Data Science, Communication Skills, Javascript, Django Framework, Python, and Data Analytics, Java Springboot, Teaching"
Search Engine Analyst,Peroptyx,1 - 6 years,"Less than 5,000-5,000 P.A.",Bangalore/Bengaluru,1 day ago,50,49,"Over the past twenty years location-based services have transformed our relationship with technology. From news to navigation, machine learning allows us to personalize our experiences with online products and services on any device in any location. WIth Peroptyx, you will have the opportunity to contribute to the accuracy and relevance of these experiences.
We are looking for Data Analysts who will review the accuracy of machine learning data. You will analyse search, news, image and transit results for relevance. You will use your research capabilities to evaluate and validate the ML output. With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine. So, whether you are a student looking to earn as you learn, a retiree looking for a new challenge a part-time/full time professional or a work from home parent, Peroptyx has the right role for you! 
Ideal Candidate
Fluent in English
Excellent research skills.
Excellent local knowledge of news, cultural affairs, media in your home country.
Good understanding and general knowledge of the geography and culture of your country
Analytical mindset.
Job RequirementsÃÂ
Must be living in your country for a minimum of 5 consecutive years.
Must pass an online open-book exam that can verify your full understanding of the material and concepts.
Must be willing to work a minimum of 10 hours and up to 20 hours per week depending on task availability.
Good working knowledge of search engines, map applications and familiarity with social media platforms.
Strong ability to learn, understand and apply multiple sets of different instructions.
All work must be of an independent nature.
Technical requirements to perform the work
Access to a laptop or computer which uses:
A logon account unique to you
Malware Protection System or Anti-virus or solution that is kept up to date, with regular scans performed
Only one member per household may apply
NB. All products should be provided at your own expense.
Benefits
Work up to 20 hours per week.
Earn a competitive rate of pay.
Develop your research skills.
Avoid the long commute.
Work from the comfort of your home office.
Enjoy the flexibility of setting your own working hours! ","Search Engine, Analysis, Data Analytics"
Seo Executive-Jaipur,ASG Eye Hospital,2 - 7 years,Not Disclosed,"Jaipur,Rajasthan",4 days ago,1,24,"Role & responsibilities
Implement successful Digital Marketing strategies to enhance the business objectives (improve keyword position, online branding, web traffic improvement, conversation optimization).

- Perform keyword research in coordination with client business objectives to optimize existing content and uncover new opportunities
- Provide SEO analysis and recommendations in coordination with elements and structure of websites and web pages
- Provide recommendations and execute strategies for content development in coordination with SEO goals general and keyword specific
- Administer search engine programs (XML sitemaps, shopping feeds, webmaster tools) for purposes of diagnostic reporting on client projects
- Help to create and support marketing content to socialize and use for social media purposes (e.g. customer videos briefs, customer case studies, blog posts, posts from analysts and customers)
- Assist in development and execution of communication/content strategies via social communities in coordination with SEO goals
- Keep pace with SEO, search engine, social media and internet marketing industry trends and developments
- Research and administer social media tools in support of clients social media strategy
- Monitor and administer web analytics dashboards, reports and key reporting tools, and point out key areas of importance in accordance client goals
- Monitor and evaluate search results and search performance across the major search channels
- Work closely with the other team members to meet client goals
- Experience with SEO Tools: Google analytics, SEO Moz, Google Webmaster tool, Bing webmaster tool, Majestic, Link analysis tools, competitor analysis tools, other link and keyword research tools.

Preferred candidate profile
Candidate MUST have a good oral and written English communication.
- Candidate must have minimum 2+ years of relevant experience in SEO.
- Should have Good Knowledge on Google updates, PPC.
- Minimum 5-10 successful SEO projects will be an added advantage.
- Candidate should have knowledge of latest SEO/SEM trends, methods and best practices.
- Ability to work independently on projects and also collaborate as a team member.
- Candidate must have Good English Communication skills, both oral and written.
- Hands on experience on Google Updates : Panda and Penguin.
- Should have worked on Google Analytics and Google Webmaster Tools.

Perks and benefits","Off-page Optimization, On-page Optimization, Blog Submission, Google Webmaster Tools, Link Building, Website Analysis, google analytics, Search Engine Optimization"
Data Analyst - US MNC (analytics),Aspyra Hr Services,3 - 7 years,10-20 Lacs P.A.,"Gurgaon/ Gurugram,Haryana",Just now,5,Less than 10,"Salary: 10 to 25 LPA
Exp: 3 to 7 years
Location: Gurgaon
Notice : immediate to 30 days..!!
Role and Responsibilities:
Interact with the client to understand their requirements and communicate / brainstorm solutions.
Strong knowledge in SQL queries & Power BI tools, Advance SQL
3+ years exp in SQL & BI tools
Contribute to how analytical approach is structured for specification of analysis
Contribute insights from conclusions of analysis that integrate with initial hypothesis and business objective. Independently address complex problems
Participate in design of analysis and modeling approach with managers and modelers
Extremely comfortable working with data, including managing large number of data sources, analyzing data quality, and pro-actively working with clients data/ IT teams to resolve issues
Use variety of analytical tools (SQL, Python, Tableau/Power BI) for insight generation & enabling the client with data driven decision making
Reformulate highly technical information into concise, understandable terms for presenta","SQL, Business Intelligence, Power Bi, Microsoft Power Bi, Data Extraction, Advance Sql, Tableau, Dax Queries, Power Bi Reports, Power Bi Dashboards, Report Generation, Data Visualization, Dax, Dashboard Development, Dashboards, Data Analytics, Power Bi Desktop, Python"
Sr Manager Comp Intel Audit & Ops,Target,10 - 20 years,Not Disclosed,Bangalore/Bengaluru,1 day ago,1,30,"As a Sr manager of Competitive Intelligence Audit & Operations, you will play a key role in the alignment of our strategy, managing the operations of gathering competitive intelligence and ensuring 100% of Target s assortment receives actionable competitor data
You will lead a team of high performing individuals, will be responsible for end-to-end comp intel operations management of Target s digital and in-store channels
The core responsibility of the Senior Manager will include a mix of evolving our strategy, delivering operational excellence and people management
Your responsibilities will include, but will not be limited to:
Business:
Demonstrate strong critical thinking and communication skills to provide strategic direction for long term Comp Intel vision.
Build annual goals and objectives aligned to the larger enterprise initiatives.
Establish and grow relationships with key decision-makers within the cross-functional team, both in Target in India and Minneapolis to drive strategic business initiatives.
Being accountable for succeeding against identified business outcomes and metrics, set the short and long term product goals, and quarterly Objectives and Key Results (OKRs).
Operations:
Responsible for gatherings consistent, accurate and timely comp Intel to derive actionable pricing insights.
Responsibility for meeting operational and business metrics. Own the Weekly Business review and shareout at appropriate forums.
Maintain high standards of accuracy of competitive data by conducting necessary audits.
You will be responsible for developing and fostering key stakeholder relationships, including product, process and other cross-functional teams, and frequent communication with the stakeholders and all other individuals for the areas of responsibility and focus.
Partner with data providers to deliver timely and accurate competitive intelligence that is critical to deliver appropriate retail in store and online.
Lead the reporting of Comp Intel operations to provide necessary visibility to broader leadership and in global forums.
Additionally, you would be expected to understand, demonstrate, and actively drive Target s core business values and initiatives, and translate those into everyday routines.
Team:
Define and develop clear roles, responsibilities, and routines to ensure consistently excellent gathering of comp Intel data.
Lead teams to develop and drive timing and actions, lead annual and quarterly goal setting to deliver on volume and quality expectations.
Drive the weekly business reviews to ensure strategies are implemented and educate team members on the impact of their decisions.
Lead planning & improvements for hiring, training, coaching & recognition.
Ensure that team members are highly motivated and performing to their full potential by:
Providing thoughtful, motivating, and constructive feedback to the team, helping them gain insights about themselves, their effectiveness, and the organization.
Help the team integrate their goals and capabilities with the organization s emerging needs.
Identify and attract key individuals with the critical capabilities needed by the organization.
REPORTING/WORKING RELATIONSHIPS:
Reports to Director, Competitive Intelligence & Pricing Operations
Works closely with all disciplines of Pricing team, Comp Intel Product and Engineering teams, Data Analytics and Data Science teams (VP, Sr. Directors, Managers, Analysts, Product Owners, Price Engineering), Item COE
JOB REQUIREMENTS
10+ years of total experience; 5+ years of experience in retail
Prior supervisory experience required with the ability to lead, engag e and inspire their team
Demonstrated ability to develop and translate strategy to action and adjust strategy based on changing circumstances
High level of resiliency, personal accountability, collaboration and comfort with ambiguity
Strong understanding of process and operations, data and technology
Strategic thinker with effective, diplomatic and proactive leadership skills
Entrepreneurial spirit with strong analytical, decision-making, project management, planning and organizational skills
Strong people skills and ability to maximize relationships
Excellent communication, influencing, and leadership skills
Technical skills should include Microsoft Office and Target Retail systems","Retail, Operational excellence, Project management, Analytical, Competitive intelligence, Data analytics, Merchandising, MS Office, Operations, Auditing"
"Senior Associate, Impact Assessment",GiveIndia Foundation,3 - 6 years,Not Disclosed,Hyderabad/Secunderabad,1 day ago,1,Less than 10,"Give Grants team undertakes various studies and assessments such as impact assessment of CSR programs, feasibility studies, SROI studies, needs assessments, social audits and site visits to monitor CSR programs.
The team also works with non-profits to assess their programs.
The position requires to work remotely and remain domiciled in the city/geography.
Responsibilities

1 . Design Impact Assessment Tool

Study the log frame and theory of change to identify the outcomes and impact indicators as well as corresponding process indicators
Develop baseline metrics to measure key outcomes and impact
Finalize timelines and develop the design for the on mid-line and end-line evaluations
2. Data Collection Process

Identifying the methodology for data collection and managing timelines
Conducting research for corroborating data from secondary sources
Developing questionnaires in line with the designed metrics for the primary data from key stakeholders of the program
Orienting and monitoring the team responsible for administering surveys for primary data collection
3. Data Management

Organizing, collecting, storing, analysing, and protecting data
Creating and Enforcing policies for effective data management
Responsible for constituting the independent ethics committee for conducting the assessment.
4. Data Analysis and Report Writing

Undertake data analysis and noting insights and interpretations form the data
Drafting report including the findings from the assessment, analysis, and recommendations
Collaborating with external agencies, if necessary for publishing findings on other platforms
Requirements
A minimum 3-6 years of experience in Social Sector/CSR /Impact Assessment/ Monitoring and Evaluation /Data Analytics and Data Management
Excellent writing, presentation, and communication skills
Willing to travel for on field assignments (once on ground situation improves) with appropriate health and safety measures
Willingness and ability to collaborate and work within teams
Problem solving skills and critical thinking
A bias toward action and ability to manage multiple projects, juggle priorities and deliver on tight deadlines","Data analysis, Publishing, CSR, Data management, Report writing, Consulting, Data collection, Data analytics, Management"
